	A010	A013	A020	A023	A028	A038	A039	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A124	D010	D016	D026	D043	D048	D063	D068	D072	E009	E017	E020	E030	N041	Y006	Y012	Y014	Y021	Y025	Y030	Y034	Y036	B005	B010	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	G009	G027	X007	X011	X018	X024	X027	X031	X034	X039	X044	X049	X051	X052	X057	X059	X065	X069
FDSW202612052-1r_S20201215-0010_X052_bin.74.filtered	146.3148987	31.89339631	265.4354292	74.5337179	84.36083677	841.119805	37.57529381	102.5564838	96.33459501	107.6915736	1385.370771	76.96474807	20.78842866	48.27252175	47.76872945	66.76993053	6510.695191	172.0048431	260.9736609	2783.825938	2212.583771	534.9788623	22.00983634	9.78724816	81.51624842	79.55351628	47.15295406	69.04426046	45.83303629	124.9043529	15.23105674	85.78253572	382.7222013	182.8196118	58.42427055	1455.093763	545.9237443	558.8701017	329.5450488	443.6013318	245.5426716	77.66522476	146.9605449	82.00438562	109.2493259	67.06495323	74.81212686	99.04616902	1743.389354	66.5003404	2974.659746	1901.379065	15128.15558	34.15979202	734.4522939	541.8231338	489.0749695	404.9212641	317.4080949	127.7497618	694.7902844	44.06963092	1404.133552	524.0991446	285.3761098	276.7766249	43.0926914	181.7466229	99.43677645	469.5445485	204.4226241	212.8056914	343.9530624	557.9722873	445.1546965	3.49606974	68.43455252	131.495568	70.07472027	118.9237731	692.1183751	60.38500869	267.2080674	62.27393012	22.91992529	130.2500157	27.78472312	377.3614209	371.8098719
FDSW202612063-1r_S20201210-0008_A069_bin.115.filtered	27.96375647	20.78773874	54.15187255	32.93373381	72.36382012	117.200718	124.569004	49.90637286	287.784919	534.0255048	115.5426372	126.367073	94.30976769	31.35202125	82.65087395	101.2305133	52.95785825	54.61590901	419.675926	374.0920273	82.26743194	38.16883274	10.15612288	27.46088716	229.2453416	136.4983576	109.4840877	22.91099244	30.50306014	42.38134069	60.856145	99.56184325	184.5018939	387.1984061	273.6499373	236.7902556	192.53366	186.7604075	467.6005556	9.74668127	10.6791158	1.354730247	0.825411729	2.957909015	2.549729049	2.23778236	2.353426905	1.525269644	73.58680964	14.14899325	40.38537843	12.04984814	44.97463685	24.76490509	37.35901919	10.7003681	20.18845001	22.14013938	2.673852908	145.1738143	36.61107009	20.40097698	111.6241946	196.5633055	90.18041303	11.49903248	13.05545218	19.79412938	12.31072361	21.24635105	20.00058445	103.2577712	352.0584197	47.50833331	9.438603874	13.91648163	528.2610068	483.056196	151.6597948	166.0779445	2.610507658	30.22501409	14.88497231	62.01796377	70.69019356	8.607384807	98.09588787	4.894714508	2.136463513
FDSW202612071-1r_S20201210-0014_A124_bin.58.filtered	19373.32002	12645.88226	17594.23753	4067.637332	2582.865802	33150.77939	19073.58644	14866.33034	15181.82253	11723.77557	12817.52545	21989.5978	21714.88144	42944.61913	22985.90497	49565.52543	2833.196573	12791.90828	52768.29454	24717.86755	38770.88296	10206.41411	9546.850863	20176.33947	65378.81002	44989.16489	77010.97281	26078.79484	23001.15664	662.5599639	65752.92836	17973.60113	44781.22316	27606.34678	31127.24985	39347.74695	28032.46493	26980.98801	37006.58123	903.4360612	346.3000453	841.7280694	1503.898458	1258.673561	14076.67266	14450.6077	7069.252459	5625.308445	1584.90944	23284.17175	3094.949826	3944.961238	882.6985115	7253.318339	1219.938195	1559.906914	2121.294263	1031.196328	423.6221319	1427.788468	1143.392252	1371.557619	6503.944481	3206.944865	3021.857418	2684.527123	728.3478712	516.0681256	725.3914827	6001.144187	2760.241603	9988.320724	4436.21279	1348.845427	2302.647396	15256.48523	1367.696739	2150.365123	5574.040607	4039.337098	2888.878558	873.6086064	1794.307669	2007.026931	899.5633347	850.8119167	3545.015871	1698.217555	1439.898869
FDSW202612075-1r_S20201210-0016_E020_bin.50.filtered	1422.287901	625.5628676	4457.231376	7088.808964	3729.594184	2770.300753	1611.624486	1251.982068	5172.282707	6561.198905	1140.860009	3071.949101	2114.193371	2311.606096	1659.303293	2320.563261	5018.096808	4006.322242	3400.123721	3974.559139	931.2169218	1581.317993	198.3816346	624.4182772	2050.758134	1665.882824	2294.772464	503.7181172	870.633376	1227.460031	1474.131783	2410.202179	3976.962637	6350.734771	3798.115133	2065.373224	2502.719712	2530.011005	4436.799668	2152.93193	464.7085562	3643.848913	6642.273795	3136.053558	5480.029864	3051.047012	2602.968042	2833.584565	5887.935867	5708.774086	6151.139937	9210.85065	4842.534379	1084.947179	5055.934803	6316.93414	7775.495655	4236.252947	1508.449831	5063.525412	1490.11885	2387.103284	3568.773792	3269.329935	1780.312862	9205.658727	1770.327114	1340.617145	1264.929689	25445.39605	10656.46929	8718.671542	13423.81658	3820.198456	1724.681801	330.0217675	6395.950052	7700.142652	4843.588739	6757.337885	1056.353596	6982.01048	9496.543462	4633.782104	929.7723411	2600.727562	1434.958664	5721.784405	3835.022906
FDSW202612057-1r_S20201215-0013_A038_bin.201.filtered	617.8581805	30.40040624	157.6853175	325.6334785	782.0274979	199.3381908	108.2463882	78.37001649	879.1312443	1130.460716	133.0221029	78.20929701	196.6062554	152.8992958	53.09123402	56.29022	143.164438	209.0626949	299.1457839	334.4769733	77.89878075	111.7010545	29.34640574	54.57035152	82.3219961	118.9289316	203.1811405	28.58642574	124.0236522	42.95463391	26.33166941	397.1630569	315.7222175	482.5502388	683.3845923	594.2380309	253.0305869	280.9051362	1051.196464	97.13190099	28.26987269	268.9653837	298.7543174	87.52886199	248.1591	112.7440632	134.3434208	169.1697916	426.6430317	368.7796233	460.1278436	594.5213739	290.6768552	87.32615725	177.1321512	334.4144653	536.5991161	320.8632421	51.85486169	269.8841944	157.9064796	35.9330878	389.3087713	92.20203764	80.8105496	1462.749669	325.0764346	52.59843806	67.71983939	473.0416706	6342.990833	129.8385135	314.3364831	364.2312403	451.2754545	30.17717594	1823.193724	1355.969723	180.9938074	319.0236328	40.31238745	93.56485375	293.2706352	158.7877568	23.26289419	107.9917386	129.9118705	249.5298509	24.64449045
FDSW202612085-1r_S20201215-0025_Y034_bin.71.filtered	0	0.515440457	0.569434069	0.567273481	0	0.336561688	0	0	0	0.008583677	0	0.006212827	0	0	0	0.513775154	13.15867394	0.455162703	0.472057765	0.660162061	0	0.087947264	0	0	0	0.571808664	0.728422642	0.652718562	0.724683784	8.159444368	0.530087678	404.3738752	0.167628274	0.422676882	0.453184566	0.377211651	0.373647587	0.428904232	0.46300765	288.9995822	3.455401532	1.85876136	12.65873551	2.898620793	2.0074819	6.336909835	7.125558425	5.417125388	148.0504605	0.572211957	7.716465355	21.79136924	116.6304037	0.537637115	7.886387786	2.516246902	7.294418383	7.109534717	11.41446451	0.708152508	8.607815073	1.090003527	224.0420184	10.38752214	56.82926985	3.046872188	2.372365009	4.984122279	0.917033254	1.858786781	5.533391939	1.871610994	2.411399429	5.536864404	1.500900459	0.44289937	6.075096509	53.48991261	127.2370421	49.9213186	123.2984693	4.817555859	27.67374285	6.072429437	653.1432674	4.62966261	3.062623741	21.5912508	73.0831582
FDSW202612053-1b_S20201215-0011_X057_bin.49.filtered	5714.06058	666.2128255	5110.557842	9042.030697	8367.235371	3259.710047	661.7968399	1136.645112	5988.458139	7261.948415	591.9874836	3537.952058	3774.597749	3824.783016	1912.646219	2810.922332	3050.946836	13482.16653	2386.743361	1895.679042	1839.721019	1730.70953	349.1250658	2157.357054	571.4195342	3476.246809	2347.72703	431.2919561	1147.237333	1523.929465	888.804071	3717.14677	4609.46719	7756.686745	4916.671892	3207.318834	3986.769103	4760.051619	5194.813815	3316.034948	706.9537761	4097.656684	7557.925792	3700.359881	5571.622129	3099.83392	2732.213355	3213.978983	5214.466328	66653.71887	5382.982303	10328.16815	4013.325502	1234.930678	5117.932383	6800.354365	9619.806235	4703.07327	2775.746274	4039.693042	2946.264757	1529.324732	3818.972882	1470.681394	1640.757042	12906.4857	1954.210774	1344.232454	2142.221295	26060.88234	26191.56516	8192.392038	10381.03619	3845.545832	2387.478006	235.2219636	8288.589251	9448.018553	4095.268173	6875.652617	696.9279722	1880.097563	7029.956322	3266.894883	787.8177029	2069.625377	1405.966845	3624.003742	919.7954433
FDSW202612066-1r_S20201210-0010_A089_bin.53.filtered	1051.338949	1535.345629	19648.29683	17643.1431	4704.251216	2089.653901	1828.585377	2638.506298	3306.717154	2706.134212	183.1639938	6089.061454	1719.207465	4704.849333	1716.641621	3276.051032	13314.02954	4790.936368	1786.323965	501.2324964	294.59969	3191.457846	385.1425027	244.6824026	233.9584236	392.6095719	1556.03159	515.0326755	607.7402965	1179.299183	1952.512486	9075.727539	3050.232687	2573.852095	1434.377009	1478.99628	2660.600641	3416.552091	3024.070938	1207.273196	423.9934645	4679.028076	7506.624575	2567.050932	3734.254336	2351.188932	3281.284779	1882.229738	7217.72228	7442.340636	8182.083925	6701.345331	6904.806457	551.648548	4988.065808	5751.88737	12041.85702	7446.609506	3044.210243	2242.125944	1422.630366	403.9429396	1560.35342	679.2725581	1093.29897	7017.170721	854.8107119	1359.449526	1189.559404	20851.37779	7758.307818	6685.052808	13922.25249	2586.658939	867.0295648	196.8610129	4176.712178	7500.767174	4543.621854	5492.137589	115.6213443	1258.600936	6202.962272	3135.188114	12086.47834	1173.142303	1274.661694	2466.008196	564.7958098
FDSW202612098-1r_S20201215-0030_C005_bin.18.filtered	728.5846127	116.5468376	506.2654162	72.1856951	2868.990284	3165.096515	296.8503749	1285.158292	618.9718044	755.1474653	687.8834404	108.051419	1242.337602	49.58676556	79.62920283	221.8417452	115.5030566	468.4264937	7267.164196	10684.12611	1109.508933	6203.744108	29.84018165	214.1139857	203.4715949	208.2481344	1470.78649	1073.100705	2357.773193	87.88708877	1147.751322	8095.807187	3393.063379	7606.70983	2974.949389	4089.277274	9066.199601	10260.54864	2381.543203	195.5440359	68.33071109	1009.478772	2669.426152	97.81005233	258.3037439	176.2630417	307.930282	232.5744714	4331.755813	576.4473968	49.57500792	60.22078179	6372.116062	127.7038088	31.53596005	36.26947706	133.7010788	85.41165537	38.75090288	89.50464151	72.8069436	147.3781105	102.2527918	29.69519589	25.12655001	72.58085345	55.73941165	46.49065874	37.03065344	25.5771255	42.06356484	72.28685645	143.0801034	145.5325984	98.61555455	50.30366175	94.23052641	83.99757046	82.4985669	95.98246762	169.8503432	229.7810389	91.41953422	99.53172502	60.25821518	887.1936433	104.8788285	1272.153106	33369.04787
FDSW202612052-1r_S20201215-0010_X052_bin.34.filtered	0	0.757139503	6.842368346	1.363897672	0	19.05479256	8.35945487	0.440840265	0.08675533	0.027584797	0.247147868	0.294943471	0	1.578883462	0.736154177	3.145943016	1.641020073	0.369582528	0.461547125	0.450291809	0	1.751845351	0	0.067964898	0.010958761	0.022536287	0	0.057642782	0.060226306	9.502356828	1.855865195	5.640204911	0.072561522	3.549235204	1.172297039	0.676433614	3.085356763	3.556873613	0.098623952	6.901971471	2.932641706	10.39067199	45.09774207	8.948776875	4.16771025	5.297453485	10.02083771	8.937028977	0.610573874	0.382768876	1.271915201	3.202352992	12.5364112	0.347937124	20.82006201	17.35294485	8.605947771	15.08998025	9.144966914	40.01230132	0.813487123	36.54142139	10.58729111	3.942922829	14.17715529	72.44924438	7.830942251	1.437960821	1.35767612	0.770946273	155.3711414	0.951440618	9.879979118	13.8006621	11.98868153	0.022076203	3.481767065	4.590959773	6.016645269	24.54011109	0.043221568	110.9255898	70.037018	50.71983261	8.24784365	14.51960532	0.38896724	6.091044127	16.65463048
FDSW202612053-1b_S20201215-0011_X057_bin.47.filtered	74.50315696	11.22224575	119.1456138	37.77107256	230.3557984	2254.634453	186.3229262	7638.624842	126.5451494	129.744834	1333.041101	187.4742707	1093.048187	48.77147778	38.13759478	60.23278134	696.356258	257.9151844	767.0898958	1853.122731	793.9150674	118.720521	9.661843461	54.28344798	17.34319319	116.2050335	159.6594333	21.03864138	50.18101675	45.67442198	41.06731247	281.0898637	310.8416456	116.0918297	59.18042686	299.8385328	84.65821231	88.60077779	23.37615502	55.11159831	7.154430968	8.467439151	26.21902293	23.27242741	17.69643225	57.14855329	116.367424	73.71520048	1401.788073	37.88227001	220.1569317	222.2720837	83.38510157	26.31246772	30.19201473	64.18669514	384.5412286	40.45653352	8.555638254	143.784242	7.293678974	21.00963596	313.4976158	39.85906831	69.60347819	13.69300105	51.47395408	1227.23925	1211.564231	18.52969954	12.11930281	29.65387492	21.06800886	577.8404335	12.9682107	8.255153958	18.2541932	33.69922635	163.9996764	126.9148919	32602.94806	19.95270869	48.18651778	17.96084543	15.50244247	303.2069849	22.37933557	707.0596635	575.5809223
FDSW202612129-1r_S20201215-0052_D046-2_bin.226.filtered	656.7591882	57.60131066	945.1588667	6928.066881	33.32340922	424.6598027	71.70477446	1145.191392	324.5635797	120.3415049	166.5681728	2348.897843	253.7742445	406.3628976	401.4897169	892.4361957	6.843910791	3516.233715	291.9613112	104.9321493	291.7891256	1706.836341	35.51999045	47.16729164	640.0447678	340.6180122	80.78826736	193.9917943	181.2499015	3.274634262	102.2658612	117.9611017	591.6381198	605.1542327	1024.554372	605.2854376	602.2045546	981.0543363	634.7675118	5.800480845	8.32468601	9.504439315	6.332448707	6.88817254	7.581521012	7.541766749	7.256861989	6.94971635	9.013178599	1852.862839	7.528920638	7.497709152	9.260994415	44.45911852	7.009354746	6.287363533	8.243894384	7.139609676	11.04795545	8.399541916	8.322028586	22.70645748	5.722874996	6.011898062	6.089119384	6.753092509	9.171823978	6.597322464	35.53697459	6.543621528	12.00112584	2.374086743	2.528223397	2.415990019	2.854550223	24.89072263	4.229600408	2.54155579	2.921590442	3.356125719	2.811486855	2.409626215	3.644412108	7.746718671	2.457100239	2.27308929	2.614180068	3.088420247	3.319508852
FDSW202612072-1r_S20201215-0020_D010_bin.137.filtered	0	0.128093563	0.700486934	0.127771402	0	0.042830397	0.427594679	0.029209555	0.312608908	0.564008556	6.524360599	2.624976902	0.927238257	0	0	0.083631022	19.41798174	0.193917248	0.175239479	2.13833931	12.86317539	0	0	0	0	0	0.04048548	0.004215103	0.123629064	0	12.37001608	14.71110633	0.054179185	5.87429819	0.113204334	0.702583346	1.761864154	3.835654069	0.395038341	2.146434129	0.056458542	33.73641898	153.1967019	6.535234418	21.16283342	9.243296707	20.89828519	6.083365752	161.1865777	0.179192222	8.87341459	1.301961811	3.025164537	12.18783722	0.126455058	0.030956239	0.14605576	0.220841111	0.103588377	0.077744149	0.221776039	0.22448554	0.339796435	0.868277936	0.203861663	0.103038962	0.112961979	0.60154498	0.68814893	0.114154621	0.426298255	0.047279127	1.214077205	0	0	0	0.131949619	0.174274464	0	0.112100503	0	1.173533469	0.012680909	0.230745068	24.93050107	1.867799041	23.6710841	2.241866464	47.68857773
FDSW202612125-1r_S20201215-0049_X011_bin.118.filtered	0	0.24242409	0.148753882	0.37978782	0	0.168432576	0	0	0	0	0	0	0	0	0	0.207636485	27.5812689	0.210611475	0.324294713	0.4010071	0	0	0	0	0	0.309178756	0.345275998	0.265129661	0.405228383	12.54704916	0.289969796	0.229736817	0.074608753	0.220454443	0.3203474	0.321110667	0.154311728	0.122319615	0.206502439	3.123695494	0.916196217	6.974548962	54.72771741	24.31674713	7.697447909	19.82515838	27.3412657	15.9497558	43.08038071	0.136390796	28.7989163	16.44517708	16.87302753	0.185613973	3.905883655	3.863739756	2.734772922	2.557578484	1.432376949	10.96290038	0.404225396	100.7595749	4.449157633	1.653501317	5.237203594	7.271320117	12.37321092	7.81494076	46.66271077	39.58583597	4.118556233	0.308861492	0.333960281	49.90863476	17.19979727	0.298424233	228.9032063	357.5375831	119.451244	100.3140779	0.375365594	197.0809352	29.45999209	107.9486492	0.237497693	18.40187587	0.15025392	67.63787413	7.320976353
FDSW202612107-1r_S20201215-0037_E030_bin.7.filtered	23.54012646	8.571131591	50.2030076	10.11848348	2.265560622	1964.414913	118.6175128	6962.825652	5.264500525	5.377711118	673.9027571	108.2030793	4.697604519	14.87108546	19.26136281	29.92931544	694.0476391	50.16128638	509.9882555	355.9268167	291.384179	3.326453116	0.196615547	1.203737727	0.410572895	19.50353052	113.650798	14.05333079	21.02906625	45.27698457	24.47789096	241.3258051	261.8101465	101.2225025	24.3756875	101.0969354	21.17580166	25.03927155	12.18267712	53.75116171	5.813950193	6.35508916	24.91665014	22.17312305	16.12592617	55.59605861	113.444296	67.2553577	1398.956574	17.35550803	217.832312	219.3035951	77.60340464	13.8749795	28.88355267	62.96102534	382.9196988	38.96224178	7.042567271	142.8516998	5.475103658	19.72558168	312.703397	38.57953032	68.66160216	12.4140791	49.79934848	1226.018376	1210.924116	17.14360849	9.433267457	29.49700688	20.87650897	577.5721232	12.83905712	8.218244137	18.10313202	33.56428134	163.8786583	126.6977997	32602.7763	19.7558269	47.84699032	17.22120169	15.37999978	303.1126132	22.02181958	706.9540677	575.4202264
FDSW202612060-1r_S20201215-0016_A058_bin.64.filtered	555.3272963	223.1100892	453.5509692	346.7880839	1327.059882	797.5578132	976.9550147	439.9570281	2832.892287	3408.40163	735.0338977	1350.336068	862.465775	448.941293	1018.022351	912.2120181	3495.776217	545.3635733	2121.45132	3089.753329	1160.060777	1269.041087	237.5047269	383.1940438	1546.43522	1101.485353	1160.303387	285.5218353	611.6811366	294.5052231	538.0959557	1156.507184	1299.273943	2927.429802	1832.873837	1160.332778	1600.143062	1506.060215	2476.962506	1110.10088	146.4674919	943.6853615	1293.345913	759.5973942	1225.218608	941.4962369	2608.813845	7706.295477	2641.89453	195.1927217	2780.762373	1023.287869	2589.839293	688.1116294	910.8284049	535.153153	1101.980799	774.146517	786.3085446	487.4917331	541.4342512	401.1810341	499.8038655	649.7417358	318.5941148	488.2582866	194.3707538	197.265317	161.3776709	574.3352306	1353.514975	1605.550927	5415.032956	1169.195166	483.4010496	207.6527267	1164.202943	1697.168099	1683.413727	1739.450742	690.3872242	431.6635649	470.5486778	1329.543032	1055.797432	389.3585022	636.464399	705.7152421	219.3731697
FDSW202612054-1r_S20201210-0006_X069_bin.8.filtered	16.64502894	22.88069667	85.46921227	34.88058853	32.83434013	246.6191946	13.70058007	18.10622107	73.70278467	83.6780565	406.9131089	10.49283549	6.410503786	7.906499705	5.57873286	30.92858486	5981.488343	47.11735318	74.56404296	826.0002063	806.6576673	50.75204073	5.392298834	2.246684762	34.36286568	34.26268854	19.77622389	21.80052683	13.2093572	265.1775945	5.673289633	435.7511933	119.80435	27.11964267	15.24910927	29.82932816	27.13066806	40.78292285	42.10489826	598.2593751	165.0111916	73.76131827	147.7411107	73.48446552	103.2103442	61.81030062	67.4357012	81.17034822	1628.233302	42.35558433	2732.806884	1799.427818	14054.39232	25.8676258	727.3062963	524.5318138	435.1483126	367.3074975	157.5657041	119.3502519	623.0306403	33.22390165	1332.98698	413.3502175	313.9558772	258.5632473	39.47241273	165.0437384	85.08124152	459.1997005	198.809235	188.8190477	318.0204956	506.2018782	362.1984319	1.871140125	67.21406021	174.1328818	190.4610254	155.2444865	703.4466204	50.16480889	253.9670965	58.10276051	670.1648267	111.0734582	16.27413272	241.6127561	351.6546139
FDSW202612043-1r_S20201215-0005_B042_bin.136.filtered	3144.781746	2069.302329	23230.53409	20814.20225	7761.510363	3428.609138	3403.789924	3526.0193	7915.012375	8403.286092	1220.533627	9290.624558	4898.692631	7302.894165	3770.627281	6434.625808	3870.731893	15512.11452	3833.762671	3879.307095	1894.947662	4898.498055	727.7587437	2466.339642	1553.550575	3247.808082	2917.703963	877.3798463	1321.83714	573.8104333	3004.710644	3200.026418	5950.782723	11605.14889	6021.205703	3859.602369	7042.379676	8294.750115	7211.536108	905.5811664	367.8572588	1387.797801	2699.933087	902.4507151	1311.496945	889.1719546	875.4750289	1027.528794	3196.007782	71892.03966	3321.606839	1557.41035	3027.919469	1458.872057	1376.545867	1165.660953	1852.689583	1311.286765	1027.729283	1049.653653	2427.077243	1040.885376	605.783435	576.4836055	512.6560704	2128.225964	397.7618047	349.2827971	1232.177242	3092.157252	3211.112511	11102.26463	7370.482653	811.3443928	425.6047283	426.986866	2388.9485	2913.41471	1958.546677	2038.984639	488.5646836	378.3656376	1041.940254	1511.789858	897.7021063	403.3892959	855.8272239	994.9297806	507.1561448
FDSW202612087-1r_S20201215-0026_B047_bin.6.filtered	591.2565775	178.4608907	386.2975209	902.868763	983.4387928	648.5141315	474.9772876	227.6683702	1579.730847	2030.348705	343.4837297	351.9907878	570.5090637	173.1105425	381.2612515	464.0612466	1491.24639	607.9099684	1020.363412	1490.588311	440.0732928	287.8354287	64.91977549	212.5500888	379.868031	300.5558805	621.4120379	176.4973447	340.0531236	574.1098074	266.894654	559.7307049	902.8852811	1893.68293	1141.643346	715.6854071	744.099368	790.8882288	1468.727261	1085.96676	213.7541606	1822.927715	3294.227791	1653.172706	3093.516624	1802.616672	1461.88701	1576.466474	2040.222421	608.3473809	2520.407521	5435.883158	1476.277649	447.0684754	2649.668233	3304.997057	4082.872306	1943.697237	474.7804793	2064.551385	493.5342295	392.1916403	2256.751934	1023.025074	939.5053721	6210.138659	972.632188	469.1842572	519.3143216	12294.96608	11049.64122	5079.456605	5501.285784	2002.19634	1258.39099	175.1356965	3927.804807	4719.408413	2241.467592	2725.059678	569.5438574	763.1994163	3469.206211	1296.658573	194.7807294	906.3651329	694.7351491	1444.756607	299.4480482
FDSW202612051-1r_S20201210-0005_X049_bin.30.filtered	830.2842178	566.2452628	3492.767391	3047.058847	2534.180955	1271.40061	1375.627114	1093.566295	4205.793486	4879.833523	769.274487	2774.705467	1435.89706	2023.616925	1600.31006	2117.907964	9667.124963	2169.124695	2772.34106	3686.654183	1105.260978	1740.656283	264.7462249	472.3638794	1638.667545	1036.467561	1708.35621	448.3153043	804.3624576	1072.640113	1019.168133	2118.090031	2153.959165	4534.08439	2779.951567	1560.887598	2228.736809	2264.495397	3577.552162	1906.471155	447.0157178	3358.53645	4760.206019	1950.487189	3487.612714	2272.207533	3646.970254	9098.629905	7482.468714	3864.17965	8400.881127	5548.964666	7178.511544	967.3939927	4130.264269	4482.535765	5686.333838	3384.931436	2355.269733	3735.726962	1909.338562	2326.442636	2235.429089	3016.443232	1372.204483	4001.496656	1411.655607	876.0004184	759.7945669	15559.3126	6823.242617	5842.508887	16444.2342	2979.528209	1169.448334	254.2370301	4701.770286	7077.276738	5529.441952	5849.756131	818.4922466	6805.025936	6742.624212	5220.056957	1948.582957	1895.01083	1630.743447	4784.957373	3697.890207
FDSW202612072-1r_S20201215-0020_D010_bin.109.filtered	221.401186	16.0549094	194.7529089	70.55603284	2.040866273	202.9269023	7.665951618	305.0246111	23.11985849	14.26922886	179.866672	40.88485141	402.108046	164.6415146	149.4188479	200.7864277	6058.397333	3004.068256	133.4098947	161.9677464	193.8296505	512.471586	43.85962717	22.92567125	40.36337024	89.60528258	186.2796565	42.88085757	79.0155484	224.2986176	127.2635122	6178.002108	49.87708967	103.3233417	37.40573474	90.69684005	125.2457726	160.4067727	130.8940847	71.15789497	34.29264906	32.40722081	42.60034037	208.8240819	283.7579064	437.600196	1582.283104	164.6416614	384.8178925	1100.449976	1515.115224	108.6855544	545.2231874	45.43360915	50.27762473	45.41839664	4639.443729	3834.49112	1062.604387	35.32482102	346.9662104	51.03593606	43.46056755	30.24373763	48.27095989	461.4469599	26.93476816	328.0092618	256.6050369	29.28117643	141.0216943	99.16191255	266.1148822	494.022131	29.28465997	216.4386041	51.56309049	121.4696978	33.98639152	45.83235533	10.31233426	98.66292456	166.1472886	69.57186337	9798.979739	28.62342567	506.2319209	37.572551	70.11061574
FDSW202612121-1r_S20201215-0046_B012_bin.124.filtered	4854.563409	330.3173005	3321.545759	5616.855374	6588.40187	2060.996479	432.4339757	815.1027061	4996.033672	6231.356889	282.6726502	2177.810166	1503.465597	3161.31237	964.7787027	1202.556474	5154.117276	2799.629289	2037.562961	1244.890308	348.9739398	819.2618979	229.8875711	408.1446886	642.8409089	943.3330817	1668.642847	306.0417223	853.1789983	1078.81567	494.9665796	3186.659679	2322.172767	2489.95239	3725.551403	2380.562028	951.7098321	1233.004828	3611.93754	1988.509772	435.5673232	3551.623356	6110.065537	1827.253324	3521.079452	2090.13393	2004.820394	2479.606856	5879.735649	4871.845057	6281.054391	6675.165415	5389.246808	615.7352661	3463.744109	4584.654057	6933.667247	3831.152683	3327.145947	2838.961974	1500.089647	880.8141068	2749.761252	1409.877513	1128.571712	10148.27108	1849.954338	790.6386045	1108.030404	14540.62281	28156.64441	4629.33567	10243.73793	3065.35572	2310.481304	198.497416	12842.32443	10513.54902	3611.650268	4585.419443	764.8713678	1816.127468	4234.286031	3370.072478	767.1990431	1089.640891	1266.46808	2770.723996	1020.95552
FDSW202612084-1r_S20201210-0021_Y030_bin.47.filtered	3941.49142	455.7326466	4526.050759	6648.60457	7742.200368	2236.755319	382.454174	1064.255985	4181.202573	4948.851369	256.6847127	3838.552251	1235.907802	3641.831515	1438.927183	1695.221244	11095.66588	3210.374454	2293.955706	1021.450521	347.551214	885.008786	134.5286421	3084.210928	415.5547339	1386.473167	1868.08347	350.6932912	965.9039117	1662.70166	1012.558706	3224.968293	2436.347417	2057.271	3030.056112	2248.534654	976.5126826	1249.142728	2541.199799	3111.024289	792.4572938	7637.350449	12256.18251	4240.69914	6658.184083	3455.16968	2996.545397	3681.349471	10477.31972	4745.270353	11947.64551	12426.78667	9419.69834	827.5678693	8602.869972	11050.7568	12725.93128	6548.794549	3173.932478	5700.494707	2167.492698	1188.466382	3544.784728	2165.298807	2141.80937	14512.60938	2154.220091	1519.024661	1547.518416	41279.3522	23074.50591	12574.22112	25487.35982	4385.371956	2189.967468	138.0448805	10727.98524	14988.02795	8550.785232	11669.95887	299.211207	2367.142163	11078.93564	5748.718057	1153.852671	2172.905141	1821.139023	4473.509135	869.6319338
FDSW202612123-1r_S20201215-0047_E026_bin.150.filtered	132.230023	13.55149276	137.4410104	27.33546244	76.6305636	82.07034377	100.390691	119.3316654	203.8648483	294.5240348	16.85599447	570.2185459	188.0474648	87.02188193	77.75228422	78.14601708	18.10050521	77.3899083	1244.953554	732.9627524	686.0139643	240.1722968	268.934973	75.2105803	264.6398669	102.3461501	1475.60754	13775.26223	3908.593784	28.98120155	31.89274594	54.35693767	47.69224584	119.7220514	49.65552863	102.2597036	124.1621952	165.3252418	124.8228519	218.0660424	29.86496752	46.56551941	96.23110363	68.62762746	69.44928176	105.6938519	182.0992925	133.9874128	16.67718	145.8736121	23.83697362	27.10170918	15.30324178	179.5197353	17.85291976	14.70342263	13.32644155	13.82596368	15.8540165	13.00551129	84.66554828	8.219808372	3749.485759	313.0969664	68.35188502	27.09740516	340.4510599	20.8331267	17.49709872	67.90610771	30.76215529	342.3567205	937.0363057	1170.359155	122.3097596	228.8333631	155.8457013	219.4567383	269.6687572	295.981394	391.4210248	289.1649117	199.1043807	186.6828328	43.88547924	268.3809394	20.03729893	343.1025473	254.1346386
