	A010	A013	A020	A023	A028	A038	A039	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A124	D010	D016	D026	D043	D048	D063	D068	D072	E009	E017	E020	E030	N041	Y006	Y012	Y014	Y021	Y025	Y030	Y034	Y036	B005	B010	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	G009	G027	X007	X011	X018	X024	X027	X031	X034	X039	X044	X049	X051	X052	X057	X059	X065	X069
FDSW202612071-1r_S20201210-0014_A124_bin.77.filtered	87.03448956	84.14538764	29.1586403	4.583172016	28.31147952	2.024982534	13.16468246	51.93036132	253.870551	363.7617951	79.06359844	44.91368875	46.96201694	8.673110448	28.60046895	31.75852735	117.9914438	252.6171254	135.5572674	574.709993	338.2544869	141.3246522	7.573219256	40.84876246	28.482036	432.1722089	108.9773644	13.56255833	31.75362579	125.9778434	4.552933742	130.3609457	34.03124996	24.33645598	16.70747721	11.78354529	117.4399384	81.44843912	56.84861808	135.7032407	72.22427301	112.8942498	69.39683237	57.56209965	85.37200425	138.8589107	180.1939886	201.8625001	408.33173	10.07256187	32.34563123	79.74237759	48.43039535	19.96444503	47.96792304	10.72020979	676.2510841	59.14337719	98.59852716	187.7840761	143.932178	159.4947655	314.0659386	39.45962114	143.583783	9.859298081	22.93999067	312.476263	189.3063604	88.95506416	26.2046425	45.51410305	249.1461497	158.1275004	7.638109428	11.71686754	129.4760736	380.6938483	500.9652936	1676.162957	30.92050199	114.4642279	207.1609251	361.0686011	180.9400729	107.8375816	159.2789332	23.21011855	46.57367538
FDSW202612130-1r_S20201210-0036_D058-2_bin.125.filtered	0	0.238489397	0.263266058	0.252362774	0	0.145503497	0	0	0	0	0	0	0	0	0	0.237407289	0.19138187	0.273349494	441.2111233	46.89226263	9.716744968	14.96374168	0.569049118	46.33087676	3.428375798	368.7572225	410.5280622	79.69396084	160.4011211	0.353841534	0.351453416	0.309988149	0.129198946	0.247361847	0.301101412	0.168534905	0.216031573	0.175507144	0.259593855	0.188977323	0.267003833	0.232978128	0.173162638	0.16730495	0.234132811	0.255254716	0.260292783	0.192803478	0.317630333	35.74781188	0.292275733	0.177244719	0.282813589	137.1714768	0.175927128	0.12992105	0.237287001	0.202815131	0.390219055	0.357057557	0.274213819	1.526826084	0.139082926	0.185361666	0.187432578	0.170764788	0.267224533	0.181324983	2.373865266	0.222645075	0.479030247	0.247507187	0.318703545	0.293476311	0.385644737	9.934486184	0.424492092	0.217375365	0.262462873	0.355661886	0.299954575	0.392984454	0.435935524	0.279646035	0.333946235	0.22388373	0.274497502	0.246864867	0.257197859
FDSW202612064-1r_S20201215-0018_A079_bin.147.filtered	1.215222984	0.010292865	2.722089282	4.818448738	5.77031768	0.243891891	0	2.28787339	0.277082006	0.004420683	13.73104592	7.570941889	0.80674395	0.529733502	0.329913518	3.741878482	0.405760928	15.84944564	2.591562451	9.544174821	31.99029081	13.7516259	0	1.656455806	0.19841443	0.290148457	3.748796667	0.155928201	4.266069989	0.636476499	0.011308692	0.784400261	2.811096198	4.375737868	1.772026426	3.355140176	3.112013105	1.868784339	1.31949866	0.018421246	0	0.065262766	0	0.062207657	0.044291696	0.063153585	0.076349037	0.159974132	0.298672862	13.25233784	0.131478169	0.371773473	1.991092227	0.896755597	0.436797415	0.133902225	0.149911714	0.092135685	0.404353204	0.128336915	0.308136477	0.002844669	0.331019777	1.147745067	0.298658172	0.123240407	0.000489954	0.55406826	0.163390333	0.155789773	0.159175319	0	0	0.08204436	0.052492196	0	0.063706396	0.033272245	0.022751099	0.040635557	0	0.104255655	0.12894228	0.670604587	1.405337669	0	0.045085453	0.041265108	0.647363269
FDSW202612036-1r_S20201210-0001_G027_bin.22.filtered	215.2221468	18.72236861	47.67143207	75.2209029	272.7936133	19.77455779	0.222034895	5.783141322	288.2843733	374.7831573	1.779431795	23.06265834	50.61702631	65.60601357	12.27609532	21.29983706	66.12923291	26.34605655	68.21027504	36.39011961	7.088463172	15.75395011	8.303549793	10.78683511	7.26748295	24.46992652	40.07549822	5.632417497	29.02887562	12.46331191	4.95529185	125.4394123	48.04769749	58.85770594	250.6545198	183.1359355	16.65405765	38.22151855	277.9447868	69.06493906	21.7751037	247.8257414	181.7271632	41.2158324	158.5469293	84.57524223	74.32906687	91.51277386	223.4673908	25.28233797	298.8907458	468.1619817	112.4537367	21.38131891	117.4240414	220.473145	412.7623852	200.5807427	23.54500223	153.9152353	121.8154869	21.24034546	243.8349067	37.26750259	61.92133243	1363.428203	385.665808	29.75850076	42.96101242	135.5559533	6361.626071	47.79931554	78.89470109	267.109049	398.434532	2.050588001	1726.449331	1103.607528	122.7874541	207.3026546	57.05867363	84.09701467	194.2660161	93.40380704	2.662473355	53.19630276	65.28392692	127.2909557	17.00720982
FDSW202612130-1r_S20201210-0036_D058-2_bin.211.filtered	0	0.15206718	0.090045301	0.058198748	0.045023628	0.13718071	0	0.105672492	0	0	0.935490053	0	0	0	0.0561106	0.289224894	0.137025023	0.123609966	1.262472217	279.279666	9.831765972	12.98753079	0.168190079	0	0	2.324966058	0.016333399	0.001206923	0.66787531	0	0.184965576	0	0.335229926	0.195246417	0.066012974	0.394643672	3.835358808	6.400301829	72.58661818	0.194548858	0.100956054	0.173245758	0.046579394	0.030070502	0.127792573	0.038805034	0.25041996	0.215079029	0.106262888	1.216687296	0.105844884	0.078450048	0.144080116	0.183232155	0.06633743	0.057365895	0.106869298	0.087149802	0.080995243	0.050161396	0.034980499	0.05127174	0	0.080345926	0.039045822	0.04674991	0.09469349	0.027366588	0.172360361	0.076013184	0.314347398	0	0	0	0.112460145	0	0	0	0	0	0	0	0.00077557	0	0.00393915	0	0	0	0
FDSW202612064-1r_S20201215-0018_A079_bin.89.filtered	9.262617978	1.325281808	19.1206431	19.25910962	211.0945436	49.61137813	8.617563361	58.36773851	547.0080485	659.1660967	493.7813165	70.24937651	1057.219225	28.09211769	16.18474258	26.80497302	1.128970789	192.5161737	128.8087098	1228.314547	442.9373375	54.19548236	0.211493666	3.379900481	65.62376408	1.202316028	18.71462272	4.208942106	32.27097908	0.121525592	17.38217989	18.95325635	46.9626484	6.868143688	13.89288196	83.59450044	13.89591422	12.823359	6.667828509	1.085911969	0.989344119	1.538228891	0.885469647	0.738380305	1.145418367	1.047648327	1.162913545	1.369171851	1.273678875	22.3438421	1.29904012	1.22845189	1.523653159	6.334023203	1.020410429	0.941648364	1.317614	1.065857455	1.119891525	3.407147832	8.659768232	1.189709758	3.634150053	5.491311786	1.57780168	0.971274861	1.308023943	1.031426374	0.954765326	1.070048701	1.939267712	1.256374887	0.122606522	0.111147206	0.045271232	0.042480927	0.05515503	0.042592687	0.053156359	0.122188464	0.061164493	0.061122774	0.129753681	0.579879666	18.04685075	0.037472453	17.33685421	0.069754685	0.058280295
FDSW202612130-1r_S20201210-0036_D058-2_bin.219.filtered	0.054075932	0	1.221444705	0.668842841	0.055200564	0.736492016	0.015994292	0.177879549	0	0	0.848980802	0	0.096570608	0.034392132	0.24315161	1.488274856	0	0	1.342873334	0.341694568	0	0.006126157	0	0	7.812136164	0	0	0	0.015971804	0	0.141397292	0.028549845	0.318001594	0.269268505	0.409388569	1.147297887	0.154250641	0.419865623	0.362931447	1.827557801	0.061660949	0	0.116233921	2.256753805	0.290319872	0.068120611	0.160874536	0.16092123	0	0	0	0	0	0.013302031	0	0	0	0	0	0.01051264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038532983	0	0	0	0
FDSW202612117-1r_S20201215-0044_X055_bin.45.filtered	0.76622633	0.077473086	0.396655173	0.326978514	12.13383614	0.13960961	0	7.412603217	1.955507737	2.715561226	16.3723694	24.84897643	1.832183734	0.258458662	0.979669811	0.950631694	5.31799409	0.427699978	0.074416949	1.146187753	0.650483014	1.473126646	0	0	0	0.18006056	0.268970047	0.086486315	2.138806482	4.443785781	0.173399448	88.94256397	56.28177521	5.010733456	0.871619407	2.148122457	6.854427512	13.61371255	0.913875855	0.102276148	0.056723386	0.817079213	3.936711645	0.67371131	4.598155195	4.864767243	10.38337214	33.09124035	18.6245857	11.49700781	3.97719686	25.74489862	136.0929856	0.052110173	4.536184367	0.281366837	0.92975501	0.358041224	1.940726286	0.011498675	18.80270183	0.011577425	3.632759381	6.112758583	1.732851153	1.118618095	0.044087966	10.31803529	1.600330197	0.127543787	4.93837165	6.590890267	1.468356748	28.87417632	1.592276695	0.023331184	0.520564493	7.92786405	8.519602404	9.737639187	0.826277362	3.068127328	23.97423182	5.672590447	164.3856656	1.676422303	61.21773552	2.808413285	9.144767307
FDSW202612123-1r_S20201215-0047_E026_bin.30.filtered	49.4888495	5.448523033	33.63017575	28.91143334	288.4771398	98.31519	26.22354043	104.821347	290.0050513	334.2009072	564.5194611	345.9369461	1041.009509	99.72815547	92.06803966	136.9686431	2.592172152	217.4828018	857.3228923	1695.933619	1047.090216	134.7474781	169.38869	80.78147857	170.5249161	143.9233798	166.1049665	11435.16888	3252.244646	14.30467403	34.23069624	54.06845512	65.3840739	36.25697278	51.44911223	225.7800109	79.72767251	91.71749328	30.28284828	1.675285988	1.853073125	2.476470382	1.617018308	1.347400928	1.909643032	1.884740433	3.183363721	6.772955959	3.250237873	66.03748993	2.695666585	3.236959582	6.203275185	54.03416398	1.515326965	1.440917176	1.940083638	1.806646813	1.949170178	1.169907401	2.158622071	1.746855397	0.993116026	1.483139284	1.293063569	1.516630123	2.032894175	1.455336276	2.607237956	1.693668617	3.242639528	11.13302711	12.49453599	11.21122084	12.85442416	24.46429579	18.79706873	10.62667706	10.85652852	14.25195447	13.17604841	12.07994176	16.52730763	11.64263354	12.16533245	9.662437269	12.19281752	11.04639914	10.81147364
FDSW202612079-1r_S20201210-0018_Y012_bin.105.filtered	87.54707965	85.22248399	65.52907867	4.486293018	19.79420033	0.736825123	13.27621929	184.9896252	59.93013523	105.2086697	106.3940696	23.93095283	7.263679916	3.09168261	28.51398732	21.94890738	7.237528515	225.6850413	128.006685	555.0332384	310.8908884	143.0371179	6.61439503	30.11777747	35.21507686	150.7121547	103.0780772	11.07566504	25.17495112	0.949049998	1.890084766	5.172281605	42.9640271	55.48341452	4.927645656	25.96978126	126.7053802	95.52941373	60.78669078	7.458116099	4.580689567	2.772636485	1.187329832	3.089133904	8.46246273	18.45237822	17.98472781	25.95073276	15.77576988	6.895821067	2.728773937	3.010233044	1.695282503	9.286328126	1.317584639	1.661756136	4.618398581	1.586360839	1.927964614	9.157011965	1.654510222	0.753983915	2.2801515	3.629783705	5.028755841	0.73120536	0.658482072	1.240916349	1.553248857	0.60011453	1.221571976	1.028112642	5.433536739	9.938846744	4.240665103	32.4110739	0.490779316	1.301464067	1.298856614	1.715320803	0.279502147	0.983810434	1.645228019	32.30641743	3.506850726	0.914361631	0.611474471	0.707777918	1.379871424
FDSW202612097-1r_S20201210-0029_B100_bin.12.filtered	1.210446674	0.388764726	1.222601071	1.231799628	14.85969301	0.333320543	0	9.552074482	1.955507737	2.906240335	18.79436264	36.82658895	1.832183734	0.447282895	1.152312797	2.554873209	11.11673722	0.910110591	0.462236677	1.818118441	1.757537515	1.585474374	0	0	0	0.18006056	0.311351505	0.100092255	7.14273036	10.79679865	0.209320421	89.3280523	82.86150809	7.208454769	0.973025258	2.688760536	10.18373995	20.35341327	1.356391123	0.350411635	0.401508631	3.522934127	58.42060965	12.36062852	36.45828261	27.32082795	151.2652422	497.4638616	103.2723489	13.5121185	6.392167121	32.29041992	154.9283153	0.472811234	4.697054873	0.653845271	1.807880592	5.119046667	8.641498055	0.302234273	19.18418373	0.237965924	3.836537152	6.4230394	2.028424516	1.444289795	0.463668488	12.14265138	1.896515697	0.38030077	5.451061962	6.590890267	2.978913289	28.87417632	1.592276695	0.023331184	0.520564493	8.015913014	8.519602404	9.737639187	0.826277362	3.068127328	24.33381365	5.672590447	164.7116063	3.104207633	62.0822072	3.342775781	10.99026549
FDSW202612108-1r_S20201215-0038_N041_bin.32.filtered	96.36832658	1.084203232	12.73648291	5.311328254	16.94296297	12.40649074	0.745591724	1344.470074	12.29726342	9.65086312	70.93654007	19.93806259	20.05456301	10.29401724	5.907303323	8.538761176	1.205018148	76.58687928	173.2706349	334.3789913	106.450657	144.0451805	13.41817892	52.98717272	42.88198741	107.8197426	31.23984482	3.900314383	4.953378696	0.40231605	1.975429701	150.8279868	62.41299598	109.7175487	33.56018664	193.869907	146.7729108	175.5626132	111.369168	0.309773983	0.29665414	0.586969907	0.430816351	0.28771259	0.425075152	0.486374413	1.667472127	5.072453633	1.56996065	91.08326727	0.920670411	1.751863512	4.330253539	6.888312718	0.251861364	0.250814772	0.359579253	0.401251796	0.410627459	0.270725854	0.576507937	2.181568781	0.162876543	0.383006261	0.277341302	0.280749039	0.429213856	0.253426694	0.86383845	0.338481929	0.732653862	0.252895564	0.29490198	0.305029429	0.232122829	203.795188	0.40452607	0.226500433	0.19210983	0.398273513	0.322443002	0.320157703	0.447527347	0.493343516	0.387357115	0.198573144	0.563022817	0.119508925	0.253078147
FDSW202612117-1r_S20201215-0044_X055_bin.135.filtered	1030.560321	5.010764914	163.5156627	306.0679569	684.1557076	147.2362974	6.447885733	56.46957764	738.5140143	959.1610754	12.40575025	216.1083887	187.6134426	486.5904671	104.1640587	45.04662508	47.93740396	150.6259523	217.617888	59.92270469	29.44245117	29.71362946	19.85953367	59.91817272	24.01580212	112.7394176	302.2251484	29.48195888	139.0304443	16.36427926	21.57460576	235.4079497	151.6026065	170.1018642	355.7308175	228.9477172	36.02667431	62.30742684	362.3940539	553.9719026	129.4034691	67.93477758	329.9814879	473.6690731	98.1259898	41.40960266	50.57709828	55.34224384	108.9151656	107.9962597	117.2092611	130.017781	96.04910756	29.62761241	43.27877808	75.39476726	158.4908077	96.00940138	50.26113278	65.82890425	26.70384548	11.03475057	74.85183493	28.85236426	18.34247505	335.5293775	50.53448654	59.53455887	36.31601403	152.0807252	941.3883113	41.15766055	104.9737632	100.6515328	74.07550624	12.64882958	374.6223099	316.9106684	48.84489724	112.6556866	9.510418718	30.53491043	77.70729143	73.70258971	5.31381514	163.90475	32.93542749	93.23995274	16.6133591
FDSW202612059-1r_S20201215-0015_A052_bin.111.filtered	1.23161623	1.46562149	3.030258513	0.826676938	0.065783911	2.26139942	1.473054526	1.266466232	0	0	1.292985508	1.132874579	0.096570608	3.498052584	6.968160005	8.513768617	0	0.093682482	6.797095528	2.342000529	3.861829305	2.797383027	1.427552174	15.81130245	7.961480974	5.236531679	27.23601765	58.75633458	63.71175519	1.039692877	7.851495232	4.45076112	34.04833906	192.7821634	653.9978182	838.0387028	125.4835736	153.3773732	142.3589634	1.827557801	0.075580204	0.003414262	0.129397473	2.256753805	0.293418585	0.089087661	0.161447361	0.16092123	0.015388771	4.514990193	0.001457386	0	0.039358322	100.8867676	0	0	0.015856111	0.007450137	0.004818062	0.01051264	0	0	0	0.001270133	0.011039569	0	0	0	0.046668555	0.006740165	0.036094841	0.74757894	0.858206796	0.674133822	0.868048493	0.864673931	1.410521231	0.763479179	0.778100222	0.942694543	0.928207128	0.775381838	1.061982973	0.686657158	0.828571996	0.608158002	0.875752441	0.665772739	0.736904806
FDSW202612108-1r_S20201215-0038_N041_bin.112.filtered	0	0.108370234	0.963426561	0.05848378	0	0.095183798	0	0	0	0	0.017307566	0.33175347	0	0	0	0.17138839	2.24567904	0.099084418	0.085671209	0.188411884	0	0	0	0	0	0.00036433	0.026688474	0.015713298	0.028830263	0.031891402	0.032079038	0.010893427	0	0.010646484	0	0	0	0	0	5.805851398	0.138914403	0.091662637	0.134714144	3.877224756	3.816620845	2.486310374	0.990507328	2.411626603	92.80880793	0.095369432	0.280074578	0.284888165	49.47308837	0.388789692	0.179573457	0.082832057	0.792718359	0.152107537	0.869733433	0.143129627	0.128682488	9.259732618	0.094960052	0.130965321	0.201496109	0.353771125	0.174104796	7.920711325	3.541561662	0.117012347	0.258821862	0.017479971	0.005042932	0.019476521	0	0	0.095575273	0.632856809	0.149922458	0.026524579	0.03971594	2.214479406	3.688415312	21.03877171	0.01875192	0.671640548	0	16.48960723	67.6905479
FDSW202612116-1r_S20201215-0043_X047_bin.27.filtered	0	0.143980814	0.195340624	0.147382951	0.002731193	0.392535272	0.613265352	0.125492203	0.047859761	0.029865649	0	0.010745505	0	0.011137992	0	0.025447422	1.661002766	0.052681941	0.313205211	0.196673653	0.44319815	0	0	0	0.005208983	0.56076705	0.393916613	0.365952883	0.622277134	1.146648067	0.475466691	1.086925248	0.521935007	0.26640887	0.553535849	0.312246793	1.134661138	2.0900198	1.994403471	2.728338277	2.607542955	0.625054567	27.75718169	4.817917468	2.403512065	8.513642341	7.221155172	8.614173789	1.413710328	0	0.449847139	0.80042897	2.593432309	0.85259887	0.289698524	0.753594161	0.645734002	0.760171107	0.515970325	0.015068568	0.026727097	0.008467426	0.996994636	0.285602525	3.352890284	2.785668523	9.903523808	0.834314098	4.024450458	3.381888499	0.287190279	0.545845239	1.871706424	9.14444119	0.790917564	0.174362428	3.302050885	4.172179907	8.176050112	18.87071879	0.136753822	5.59418253	2.532672909	0.733598059	1.528988927	30.22750231	0.857525151	72.55546286	371.7467938
FDSW202612129-1r_S20201215-0052_D046-2_bin.98.filtered	32.09742936	3.494207845	7.855414922	1.742464564	0.04452476	36.45597339	17.25124	25.11081018	185.6718147	259.2245694	2.618866306	216.8831405	29.58739351	63.74344885	70.94945518	65.60820682	0.345857172	6.798076993	543.4949461	144.9339726	521.4358497	7.706952366	159.9234621	24.81122196	153.5739246	42.22598621	116.8722948	11426.87425	3205.602631	13.92580164	15.00548833	13.83162657	7.456217262	10.45607243	13.11986632	9.418787898	9.281787067	8.930025701	12.20892066	0.348265092	0.485992788	0.431399368	0.268092487	0.35284352	0.392926282	0.405297955	0.386360275	0.378274944	0.485166662	41.69077269	0.528222185	0.331343238	0.489559041	41.30005617	0.306912193	0.284413897	0.361325155	0.299767391	0.506004718	0.284362999	0.425940015	0.331430062	0.238893573	0.286646579	0.340489654	0.298548274	0.444246132	0.295871686	1.365335689	0.375984857	0.735328154	10.97615907	12.3030361	10.94811331	12.72149631	24.08750703	18.64600756	10.51297942	10.75381838	14.03486223	13.00428729	11.88637988	16.21113514	10.91411267	11.84587767	9.568065594	11.70925678	10.94080342	10.65901599
FDSW202612120-1r_S20201218-0004_A023_bin.71.filtered	55.1206223	19.45717312	93.82246046	79.42099585	86.89801702	730.1372881	499.6519709	138.9195006	341.7854534	547.141339	79.80703328	423.5686709	69.09883123	95.75626952	109.1153984	119.9603163	53.5583711	31.68783688	1254.810608	672.2829222	668.5750583	35.67462195	167.3959999	59.12312004	278.307794	132.4731216	174.146684	11573.63082	3414.634831	56.80070158	167.5156425	90.68886417	72.5717039	318.5336433	785.8433746	919.1967416	203.0468662	225.5712191	376.3513515	10.28393112	11.23263659	2.339107103	1.392728669	3.541366714	3.299969497	3.172940988	3.175305788	2.191875977	73.96718084	51.53475177	40.91091153	12.63352312	45.67955259	169.686117	37.51132133	11.16330534	20.96914344	22.63761207	3.486050903	144.9805475	35.3776545	20.95536839	110.5103584	195.9600515	90.36245179	12.007457	13.70039466	20.15193064	13.99910243	21.68293767	21.30427867	114.1132469	364.1036563	57.43381263	22.35440259	28.07921879	546.7902089	492.7358357	161.586631	178.786731	15.88799223	42.31449168	31.50546491	70.67418131	80.53741041	18.45104539	106.4584703	16.22478394	13.23897448
FDSW202612057-1r_S20201215-0013_A038_bin.91.filtered	103.0302815	28.20329909	237.9549944	175.7483987	94.08387075	735.6480103	23.9719848	724.302968	620.7747113	628.1950608	29.58638576	423.2676435	978.7100383	124.8112711	28.10564815	57.2868979	482.3229225	226.7129996	1392.656075	469.572064	703.9594836	4519.019652	300.0289467	21.23242419	265.7639891	119.2858157	1466.552613	417.1588436	6241.871591	1509.14724	17.56555696	137.004147	238.522803	188.2417483	36.16926237	225.6260116	163.4185816	182.8453141	1104.222782	1120.058331	543.7389949	458.9494337	9815.872199	3881.185827	702.3680122	362.7829896	572.034109	1959.567387	674.2401924	104.1913623	464.065656	212.1454795	268.1045111	156.1355571	2900.9563	4720.073732	889.340366	853.0739544	207.6070845	142.0158049	1772.143838	73.39141847	8447.988882	5371.542724	3808.563385	1078.730073	61.57085361	181.9407515	53.69088889	69.32124127	127.2860174	983.1188206	710.9975668	497.1842677	328.6693887	10.53208976	940.9756959	3354.450795	3253.18791	2782.14967	13.28577434	572.8826624	1424.219503	213.392481	153.9930763	199.727359	1968.153838	502.815975	200.565358
FDSW202612111-1r_S20201210-0032_X024_bin.115.filtered	0	0.309555538	0.075314118	0.01745306	0.139472756	0.022609528	0	0	0	0	0	0	0	0	0	0.009916151	1.428785466	0.049631691	0.006983385	0.062213037	0.325067692	0	0	0	0	0	0	0	0	2.150627702	0.021694518	0.849035383	0	0	0.011342836	0	0.068284125	0.231534273	0	3.038286393	0.35810041	0.636016518	1.351771698	0.770380236	1.37536751	5.84114052	1.793907349	6.57309738	12.92019211	0.012462554	1.909330406	2.951335481	120.0272138	0.147703009	0.576476854	0.106954783	0.13181297	0.000745635	0.122707088	0	0.099110236	0.033758793	0	0.048179833	0.084172341	0.100267872	0.072934593	0.186149472	1.68926346	0.030247075	0.100856387	0.002263609	0.063885105	0	0	0	0.042589387	0.354122069	0.19759433	0.112205176	0.188084785	0.070183211	0.60750704	0.690092681	1.557016733	4.698247625	0.384112234	4.877563668	37.14835051
FDSW202612060-1r_S20201215-0016_A058_bin.78.filtered	0.46474263	1.03977553	7.223066268	4.85646817	210.3179414	2.393239836	0.095740081	7.153627854	0.024057946	0.139444145	81.54970846	1.138392467	0.205266044	4.402151682	12.34580748	32.90411813	238.6403139	4.003063546	6.057962182	11.10499093	184.5709215	54.80480162	0.277293794	1.010314806	0.030003398	4.689301041	31.01714718	6.336941707	63.46769313	4.372321985	1.065824136	1.939736039	19.54035123	15.50915423	1.542819065	6.302172502	232.3167075	232.8025661	13.39718391	3.201366894	1.886183022	2.102308516	7.467659865	10.04726042	126.3296544	665.5667064	405.0217514	524.6467363	49.24354516	2.627408477	121.9012746	126.2640362	54.95284875	10.74103602	27.97307179	8.506863844	58.89095751	5.268063237	6.307126192	0.850512205	23.50224814	0.707499223	108.6760413	174.8210092	10.29880815	1.47373985	1.11403609	4.975866171	2.667181554	2.245157676	1.773318103	7.236816344	44.03199162	12.53429333	2.906335761	0.671067391	1.773844672	12.32369855	12.47845502	15.71286509	2055.766831	44.03852783	40.47516884	33.71972148	1.068988405	7.199278299	1.587379974	4.907615833	17.62417928
FDSW202612048-1r_S20201215-0008_C051_bin.103.filtered	0	0.309555538	0.075314118	0.01745306	0.139472756	0.022609528	0	0	0	0	0	0	0	0	0	0.009916151	1.428785466	0.049631691	0.006983385	0.062213037	0.325067692	0	0	0	0	0	0	0	0	2.150627702	0.021694518	0.849035383	0	0	0.011342836	0	0.068284125	0.231534273	0	3.038286393	0.35810041	0.636016518	1.351771698	0.770380236	1.37536751	5.84114052	1.793907349	6.57309738	12.92019211	0.012462554	1.909330406	2.951335481	120.0272138	0.147703009	0.576476854	0.106954783	0.13181297	0.000745635	0.122707088	0	0.099110236	0.033758793	0	0.048179833	0.084172341	0.100267872	0.072934593	0.186149472	1.68926346	0.030247075	0.100856387	0.002263609	0.063885105	0	0	0	0.042589387	0.354122069	0.19759433	0.112205176	0.188084785	0.070183211	0.60750704	0.690092681	1.557016733	4.698247625	0.384112234	4.877563668	37.14835051
FSFP202612132-1b_S20201215-0053_X044-2_bin.80.filtered	9658.255945	984.3299845	1408.416015	1805.605901	1018.367406	602.672352	208.1588293	717.333233	2034.54086	4975.601144	3422.898754	9012.631072	6242.024819	19820.85605	18149.78688	3051.939429	55607.71223	10120.24154	5302.980142	2416.566409	3692.151451	1479.21674	169.4543128	102.6496209	356.8994095	1019.270849	1745.958579	896.1840325	2213.685971	173611.5081	751.5549559	22769.66682	2447.417864	5796.304549	2176.796055	6378.939594	7626.444286	7955.222104	13025.15118	4935.291267	3335.598846	2858.954621	9570.407884	5844.443424	74554.65083	85133.08474	65343.2869	77596.39319	35983.12056	5577.943351	44293.85104	53973.40144	48552.38389	1133.52005	116275.3193	168807.1821	78683.03669	141346.8468	163997.97	53745.73821	46605.32138	9660.470554	69061.55117	74288.7133	68392.11319	65627.19052	11068.26869	32451.17926	3518.104136	7342.518789	4991.068041	88636.21716	44304.99239	23070.72344	24408.18096	538.0072858	11236.31079	51433.44986	77813.60207	50066.25096	25287.99089	89638.72718	103758.7754	41376.27742	36653.34851	20230.76918	71826.35727	90059.62712	80536.85066
FDSW202612076-1r_S20201215-0022_D048_bin.2.filtered	3.183030475	4.695940214	6.702792709	13.26507301	12.07653229	2.799561828	2.183057138	6.176591953	1.340959855	0.655409332	1.077244566	4.990396047	5.940765328	1.972608129	0.34331295	5.60100885	454.6033293	5.374762315	5.042189689	7.213324836	5.689738796	64.81290469	0	1.764524702	0.545361015	10.2374399	1.27617187	1.168689325	3.104845691	296.6013069	1.85692212	49.90182182	2.292443915	6.738585413	8.939966102	0.953667716	1.64647635	2.435561087	1.062099304	100.3302495	28.73820517	334.9085528	766.2751116	130.0148284	164.0025884	351.1189091	343.1239306	589.948181	290.9059754	6.120635667	309.2888186	211.0353248	810.1621828	5.666777628	193.3214173	59.13231379	506.0765799	403.7002818	1991.684963	12.94162047	87.19491789	20.311841	7.52283684	14.41196698	8.175611264	25.29319072	9.077866994	101.9393041	48.65457364	11.83118181	15.1079759	14.48728037	32.16867974	29.63177639	5.932096878	0.553492199	52.57287485	156.358302	77.54855931	171.4403225	4.633414304	554.9966804	116.0582473	764.1934008	74.83885967	42.19755495	32.61260725	320.625589	305.8179911
FDSW202612062-1r_S20201216-0168_A067_bin.76.filtered	1.304847886	0.041864665	18.54843657	4.253582792	0	38.10022037	74.24908254	7.465963953	0	0	1.576738795	3.78958737	0	2.277107081	3.044293917	10.0353335	0.020942698	1.351155392	17.67879899	6.807356062	4.872289107	6.237938813	0.046215978	0.41888455	0	24.16092088	14.23708184	1.060825245	10.55161444	0	1.232129064	0.122534917	3.488070282	7.379084452	6.724661319	8.335270888	4.765782876	7.532833673	1.975479687	0	0	0.020656609	0	0.005183901	0	0	0	0	0.007381847	2.214279942	0.003119866	0	0.015227341	1.341679826	0	0	0.024149081	0	0.019251051	0	0.003387957	0	0	0	0.009375272	0.006575152	0.028444887	0.034479438	0.085474228	0.007795	0.047358612	0	0.078515508	0	0	0	0	0.004887667	0	0.002522253	0	6.73E-05	0.018234005	0	0	0	0	0	0
FDSW202612123-1r_S20201215-0047_E026_bin.49.filtered	28.46900952	25.11508098	132.2364352	45.03078629	124.8552788	456.6528702	20.18395521	32.28345573	82.01252946	93.44753256	773.5347067	21.30419824	8.651881539	16.79110572	9.686274066	42.10783122	6263.201919	95.31717999	692.5687107	1843.548963	1318.727579	100.7557827	12.88968934	7.490012207	115.8839632	53.36459191	31.16565318	42.26239093	20.38415535	111.1113544	11.0516106	58.00689373	216.5279619	46.7132995	24.31091039	50.25428547	43.156565	69.01093432	80.54484627	330.2524933	171.8029642	71.51631994	137.3259092	72.86315721	103.5801148	58.73738075	66.15648384	84.50249736	1567.213789	42.89056692	2846.510266	1839.376008	14694.44963	28.78275659	708.4869785	525.4637303	445.3481462	373.8609261	168.9882349	119.5274417	645.4114571	34.7162713	1154.516029	420.0790045	265.0979339	260.763574	39.4348836	168.2209792	87.68454083	461.7373883	195.7728134	189.9787985	321.7400809	478.2018109	367.1965421	1.493074064	60.16256478	119.8566063	63.28698419	106.2851429	615.5655169	46.17320892	233.6972469	52.95052359	17.66965661	107.9762415	13.73089308	229.2590323	284.9832149
