	A010	A013	A020	A023	A028	A038	A039	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A110	A114	A124	D010	D016	D026	D043	D046	D048	D058	D063	D068	D072	D081	E009	E017	E020	E026	E030	N041	Y006	Y012	Y014	Y015	Y021	Y025	Y030	Y034	Y036	B005	B010	B012	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	G009	G027	X007	X011	X014	X018	X024	X027	X031	X034	X039	X044	X047	X049	X051	X052	X055	X057	X059	X065	X069
FDSW202612053-1b_S20201215-0011_X057_bin.11.filtered	333.5341324	115.1676074	208.4244193	302.0576495	18.98526989	165.2371043	114.511656	135.6734615	142.687172	224.5326825	248.8742951	691.028085	558.0617423	118.7703569	106.3857023	136.7654346	225.3922531	820.5019246	1434.550892	197.6996188	307.1296629	156.4821049	192.0307627	22.83901179	103.1184782	107.3142689	61.73604012	176.1390035	133.6790007	175.0291852	88.88911024	1329.791838	373.5202199	922.2908126	60.45704272	192.842656	33.20846071	749.4795713	63.57278072	36.58901769	29.39543629	44.60485952	75.82064038	43.83321247	79.24852694	82.57924835	574.5582947	337.5390862	71.3136852	138.8247099	70.91091466	145.8704009	127.0741882	85.83167258	109.1967035	23.29666986	32.65812873	40.02999728	57.14057652	30.96960793	29.66089108	40.13005863	41.93597913	17.90161421	29.26537258	95.7921472	31.675249	223.0995466	11.39969243	437.4495977	139.9292132	144.0552376	59.58292872	191.8640918	46.30920876	16.50822915	55.75933602	28.47097133	35.21912005	38.14397308	89.82843467	54.53140677	104.8449887	37.76470705	19.91305411	40.7993312	39.21131118	52.19055101	46.77196699	74.42641811	49.24447497	24.0251847	44.291537	36.75273328	20.6644174	43.67864903	96.99350285	27.49584611	48.83680103	107.7613609
FDSW202612123-1r_S20201215-0047_E026_bin.145.filtered	0.779984816	0.235908061	0.153337989	0	2.841710107	6.639735506	2.688100098	1.521260674	7.12049902	2.971537071	0.990691162	1.220920463	5.145400627	5.499365668	7.021371831	3.599673686	0.066778061	0	0	0	10.92078427	1.213590848	1.333430682	3.436719598	4.840550639	9.931685065	4.667137118	14.2701356	3.97841037	2.830615048	5.158746371	20.81547246	70.53151239	123.0821906	5.951528589	20.53408002	0	3.339490709	1.81806214	2.243445234	2.800700415	0.136993726	4.578299885	5.646258882	0.827676047	0.023118517	0.749436825	0.366843196	0	4.451871695	0.209997353	6.524741691	15.71728326	6.181435184	10.93258742	4.548089838	8.187535715	17.34571229	11.56887242	13.58399427	18.1299406	5.93774866	5.503551388	5.796251337	8.045168936	5.106793527	10.57390267	8.363918492	0	3.684782487	30.32107513	29.69590734	12.46814101	2.906323165	1.013262005	12.63669179	12.4037107	0.87593595	1.757453163	1.234373076	3.124502707	2.223021402	9.542493375	7.628214312	1.6592767	4.320134697	13.45701835	13.7297943	5.319833217	4.7471739	9.675395319	9.072102553	6.167092146	1.985477332	0	14.72067858	6.906276283	0	17.76634079	23.30201177
FDSW202612054-1r_S20201210-0006_X069_bin.8.filtered	728.3297562	1229.56464	1353.777558	359.9651234	487.0587051	1919.334843	1739.107662	677.5138938	679.431749	652.5166736	1435.94773	231.3189511	508.3666449	271.7941888	266.2752229	417.6497745	272.2999198	166.049665	139.6198411	109.8790682	1587.985428	4088.721319	2265.124186	1440.960017	497.9524806	763.8642419	1532.152334	1412.40701	1604.594256	1498.42644	1053.990663	1100.482767	1708.913199	1647.982644	327.6246761	775.7092884	484.8541893	464.3776661	887.0243003	409.4830621	346.3806712	617.2082925	747.6567581	1779.666651	1673.434832	515.9259145	5327.16709	1669.629669	540.4031402	360.22768	188.1729767	647.0579766	1135.64424	545.5020689	795.7728539	312.3182805	669.9695535	1280.628783	1953.487553	1055.786988	1351.662411	279.3486218	928.3313683	589.3792103	586.491973	791.3753752	415.7626356	919.1993944	523.718274	808.6917418	3308.644981	774.6451404	743.4502328	662.1451919	369.5394299	296.4302013	390.8401773	278.3682174	809.7841917	1173.319707	727.5085349	1161.519696	3200.011602	1141.484814	2006.623532	315.8244569	419.5013175	458.7608291	386.9986911	246.7448448	274.7312599	274.9846177	602.6750848	246.0538456	954.3805376	477.5943974	367.0646725	1518.111238	401.551832	572.0845082
FDSW202612105-1r_S20201215-0035_D081_bin.229.filtered	34.91867102	38.31426335	87.98327379	18.69674613	54.4077559	7.757564932	17.01244238	98.7191108	22.4839797	14.52732628	71.64932702	5.54009602	15.78887088	9.69999196	9.440189835	13.50432383	8.655318185	3.043480047	2.523963524	2.710794505	17.61038254	7.246782806	18.34696692	35.05067942	18.91558116	33.14249708	19.16048969	34.09202766	43.59894043	16.29041818	74.98230835	34.90049451	37.88081487	13.52948368	28.68593134	56.93524279	13.42426027	3.828247474	5.163960828	9.355107449	10.56716232	1.072813023	6.846894199	10.54602472	1.776163496	6.848499984	5.783053333	3.614246938	4.076787301	0.384722249	5.750771728	17.66186213	112.334978	62.43902361	141.6537392	88.83382168	11.65035353	10.24211322	15.49612915	4.953467474	18.65354232	1.685801131	3.934900442	3.139555055	2.3722748	4.738152313	2.631021272	0.855854476	5.134876786	4.681127874	0.790808022	0.507625364	1.547289629	1.042482263	0	0	0	0	0.096107689	2.188057089	4.10520475	1.8570554	4.004692576	2.800077213	2.047270236	0.112982615	1.434747645	1.048375533	0.567699633	2.383283934	2.144716032	1.829750723	1.665005927	0.313257686	200.3156108	2.283808198	3.085030834	34.41471936	12.34537708	11.85594902
FDSW202612124-1r_S20201215-0048_X007_bin.88.filtered	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.43780617	18.31756757	22.28337887	23.53798245	21.70121173	117.332079	48.31550281	18.79343646	8.26615596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014039668	82.21319679	14.08256968	93.748901	76.55431456	0	0	196.1486245	394.7132833	154.0208342	11.21775813	0	0	0	0	0	1.334903714	0.687056365	3.098621146	3.063123528	27.29050137	7.776529645	0.963414139	38.28979517	0.789013899	1.925244864
FSFP202612128-1b_S20201215-0051_D043-2_bin.17.filtered	14.7538784	40.90995279	109.2951978	1.626133514	2.686159107	16.99191335	26.13435938	36.07427317	1.514200424	2.698071624	25.63709973	0.036130061	22.89933798	36.83848962	160.0091356	188.399523	7.004890004	1.811508139	1.371905834	0.660897374	61.18961416	46.30683531	21.17453725	62.09169704	46.24507725	68.69679968	91.12372454	32.95397727	49.07909025	248.3990993	120.4277404	151.7079916	46.27223155	54.33853215	17.77511275	49.07925886	3.185822872	4.913648712	1.736269899	22.90303366	20.71881272	6.336454226	42.12528018	151.2683002	7.101992981	10.98471154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043276996	0	0.037150358	0	0	0.169822299	0	0	0.025391117	0.085804997	0.150047033	0.099725686	0	0.017235216	0.063379987	0.07429171	0.042778505	0.042630816	0.157017834
FDSW202612072-1r_S20201215-0020_D010_bin.109.filtered	368.8563328	274.2998329	233.4599286	290.4458993	529.4468738	558.8410768	520.8090962	300.160402	445.239651	386.1213377	536.4442973	827.9661007	134.6220345	296.41682	248.1863283	206.1528752	1007.108348	1420.620459	967.5758325	1355.775458	1216.114678	1072.142115	711.9168401	666.9988584	739.0528885	797.3394245	2794.092542	2338.481998	423.4063414	414.9055358	609.31616	1463.123152	1088.125895	867.8150376	1029.869874	2240.550107	717.8170386	243.0013137	206.3051778	366.8759865	221.7759685	247.4330853	112.9230855	158.8595978	462.5991317	339.3271446	359.2467453	376.7240756	399.683324	329.1480858	444.2320996	154.497828	370.7258895	353.177182	350.6669309	326.2483869	551.2298838	512.1610404	550.619713	494.1296876	612.6753106	275.7307387	493.675425	637.034561	486.4741162	550.2285303	677.3207123	718.3609259	428.8928401	388.3872587	371.9421567	537.0958987	223.8079987	1009.85777	401.9021938	682.4758186	1266.411032	155.7629319	1061.922736	690.8861285	342.9808182	499.9108857	484.8831797	445.6987882	635.6222153	560.7574778	429.1384561	548.3185861	404.5303086	144.5890585	503.6319086	614.8141854	536.239231	917.4895398	467.0042533	507.1105222	659.9076838	422.3036809	426.4332871	324.8901573
FDSW202612055-1r_S20201216-0196_A010_bin.140.filtered	1858.681452	509.3816378	774.2669676	337.6527775	211.0997871	561.0510269	709.8556969	1666.674245	2271.303766	896.883812	1001.691647	1173.024928	807.2443166	1311.578379	688.8123926	960.5860194	585.9860077	290.8581114	346.4059876	365.6919879	1996.715889	1917.986908	2296.861103	168.5569997	438.6837549	559.9287523	253.8048232	1622.387405	1394.442783	1762.22074	1162.932894	382.9697317	1249.368843	2588.753989	121.1035091	466.7580246	814.4790001	265.3199197	579.2726974	1107.824531	1365.409939	2854.963599	3678.85775	6537.697319	14031.41826	2071.641291	308.2688723	239.924805	407.2579839	17.21461223	9.413900699	91.70735296	214.5723367	84.59993645	156.769381	41.34781309	16.97092276	15.31733592	18.88287294	28.70094255	14.23575941	46.28690437	50.53413058	96.7244928	70.90008716	70.82724697	48.54161338	43.75760479	22.73598158	44.66334351	196.7426768	93.8621884	111.4558542	74.1925672	124.9373546	62.22317898	46.28969851	66.81841768	138.3419472	200.2255961	188.0432916	326.2100913	502.6574769	179.0597497	293.0662646	108.8442808	103.9747408	89.96126337	171.8281249	120.425036	131.0238873	86.32048758	70.33826345	81.19224466	89.10296264	84.11811095	54.70081067	28.06650627	61.14322282	110.6939818
FDSW202612044-1r_S20201210-0002_C021_bin.90.filtered	2863.594703	3055.709931	3728.172487	568.5458542	1213.200735	8660.7561	4735.031066	2755.483842	2748.408631	3536.118693	3404.736491	1765.026842	1910.202989	445.9828636	443.338261	855.5522051	877.4548293	494.5845936	539.0479456	407.9993667	2197.327253	3958.369014	2680.736261	829.3856463	609.7153407	604.6412051	1000.53194	1612.301841	1618.809795	1139.197967	741.5613277	1350.107302	1237.333519	1361.011002	353.177338	790.1518121	1534.008085	959.973845	691.5160529	433.3037177	316.7504685	511.5723941	911.442257	769.2709672	948.225144	394.1810538	2431.525471	879.801245	227.3850492	371.3554381	238.1738143	440.6824174	490.4899469	280.5381642	539.7427785	457.9014084	1274.14127	1527.858222	2032.908114	1049.384676	1623.904895	387.2946653	727.2306891	268.3471168	456.1576473	396.0738016	147.5069904	362.0951411	381.6930426	1278.422877	1672.118524	665.7674444	804.5511902	271.4293272	216.8582184	497.6871382	3803.927029	128.4020028	517.9579959	277.0563091	505.0181597	524.1008697	1859.552384	774.303908	1281.373812	232.3899886	440.125929	641.5293152	505.9214244	334.0280943	229.9910113	154.7971103	298.5081826	112.6873218	459.3387525	672.9794963	310.3555569	221.4112249	419.8166087	381.3684866
FDSW202612119-1r_S20201215-0045_A020_bin.190.filtered	118.4925798	95.73358282	121.4971074	17.49087218	58.96984785	81.48745363	129.5462003	147.3704347	433.946786	492.5848639	232.1657476	760.7837317	126.6367874	99.84788463	120.9786078	119.1222155	59.74332817	14.52275269	12.48357923	8.635414423	180.1456825	63.15636188	62.09962298	189.2998331	174.5975014	96.08132463	588.1606906	224.4859756	271.9281762	238.5554173	222.9369324	133.4347268	164.9579472	178.2343354	189.9614622	115.0239368	82.04434119	31.27933523	26.03726048	56.66086122	81.39583413	66.46161875	132.329906	594.2026645	89.62640606	53.36676261	56.74667048	26.57948412	90.87588567	81.83288331	67.20801468	233.8194048	84.01999309	63.6638087	84.64129616	79.42112136	128.7506092	76.71018051	177.5773125	121.3680051	113.683989	70.14411825	155.1467177	63.7938936	49.22223669	66.59554618	52.92049524	53.24725986	54.09921255	125.2157647	109.5707418	147.2836835	101.9728579	173.6409327	50.19562251	87.34880948	48.20044562	12.92633933	81.48314246	201.2015544	93.10285372	73.58272449	106.9432292	113.6868902	97.95913554	67.3314397	130.4101391	85.09234611	84.32861145	306.2649971	116.6799241	96.17858493	134.8754017	80.49002338	92.97894894	112.1180719	58.12653819	59.10843981	72.30582256	131.7080644
FDSW202612097-1r_S20201210-0029_B100_bin.12.filtered	340.9112333	569.0748092	786.4231026	182.2130006	465.5441649	543.6096911	697.8133351	578.7265757	2297.524579	649.7798657	852.0387628	434.69737	297.3379609	238.1787319	314.1634549	477.4165666	141.5713931	78.3701363	54.57099056	41.14288787	918.4201571	588.2101867	419.7627147	1212.417174	485.8824053	598.7333276	1386.268264	1839.161654	1276.697475	1375.670744	1098.646775	702.5788135	1236.53073	1376.670327	303.0914504	721.1985218	316.7185632	167.2189771	527.7671012	267.4719511	294.7367253	322.9914905	400.7128502	1246.371942	1301.809872	341.8872476	697.5893227	250.6110308	543.0646067	73.13595566	110.7463099	594.9604255	1274.310196	634.0204451	1117.576924	357.8621591	537.8535311	305.1504977	913.7204311	763.8248592	485.4458314	152.5660159	507.9710892	544.0131754	340.4559568	493.8618071	270.9699378	725.6176942	158.9335883	573.9070264	1282.933837	440.5948232	537.1809696	661.1040919	291.0988198	154.4567518	145.4071621	174.0459394	651.3836635	928.1576186	367.9995213	752.4233569	1215.160085	494.7988005	708.0474579	170.3080245	394.7382378	177.3618343	112.9180059	141.1226934	357.5691502	266.3421977	171.1912513	176.5563894	765.3557327	476.5880798	289.0449308	431.077135	312.1189989	699.1509431
FDSW202612057-1r_S20201215-0013_A038_bin.189.filtered	35.03269819	60.89566606	72.49146599	16.70007994	35.3805771	55.62785896	83.48402401	82.51318243	79.34791874	87.67568904	88.08451534	36.55248437	68.51674586	38.3003243	40.31405534	54.52916497	30.37714475	7.836610434	9.941255885	5.548743227	325.1907696	1399.23529	39.3096336	113.558315	83.3635582	100.8410469	234.2868182	314.4363722	109.5686169	61.55387805	89.94916201	83.44652526	68.04969883	52.54586209	40.71425287	102.2729314	34.585666	13.91107733	93.12300075	34.37933988	46.77361735	21.61092916	34.26851427	43.4128676	47.54255279	30.75653692	22.73782874	8.679984118	34.91732298	15.03948358	15.7098704	125.8852812	26.25848543	19.7139541	42.69957822	11.10766952	51.32535217	23.20283888	55.58642027	60.10275984	58.47355796	26.31919557	32.05621125	20.6754593	20.88939277	30.05245882	34.58058331	24.62420823	7.104642629	58.25865369	20.13408408	27.56825613	23.4893898	35.70627194	12.11977604	29.06672543	12.77181986	13.80013315	22.62285438	13.05339992	21.62264204	33.96458791	48.13092876	37.41933079	22.18287816	39.53107366	79.48638224	82.37774558	38.25693626	25.32548879	55.95219974	42.17376738	42.73706363	62.11909233	52.72912155	90.99345315	37.00262626	36.22075592	26.74237407	43.76704786
FDSW202612123-1r_S20201215-0047_E026_bin.142.filtered	119.2624025	110.768259	28.03395596	24.11165169	32.98538209	73.86058318	60.21501674	113.190691	0.002871005	0.079569647	128.9893339	0	39.74118286	28.5847314	16.4255418	11.58222073	134.8539765	28.5588825	35.2846356	51.00736641	25.29592353	20.75798646	115.0249798	43.64738696	14.77810543	21.08710046	31.12743369	19.629849	22.64073305	15.27530028	67.42295048	29.50430366	29.41923743	22.00905075	64.49790593	33.22187157	24.7000009	14.38645827	13.74707255	18.97367363	12.24405767	39.20627339	14.05628091	9.278590718	17.75363911	10.1156511	28.12495175	10.35942753	9.352336361	24.14972159	14.03941691	45.23977509	50.78373801	13.38205095	31.9285737	18.85706501	55.39792599	25.86393928	42.38819339	27.14219507	42.69335154	9.823256434	17.40301487	10.02553964	22.4396711	47.25531659	18.83732001	16.63341251	27.77314207	87.38448085	77.85437405	75.60253084	42.79019574	43.23066627	529.0637014	168.065883	293.7957502	98.10098696	535.3624813	48.11788031	123.1495704	21.01413185	43.05698794	50.80919868	32.77873397	24.03756804	108.9738	42.62439428	26.33945204	37.07034948	41.28861961	44.87944046	83.78731769	61.55927299	130.04276	60.40322972	66.43240952	22.87990693	71.77291601	55.22953734
FSFP202612127-1b_S20201215-0050_E017-2_bin.92.filtered	134.5590971	138.1061282	87.8791735	27.69123576	62.27569131	364.4676383	731.4699512	496.0655798	71.38568203	220.7430767	326.8809919	247.7067337	190.7634801	24.92412109	28.31755779	73.97158296	135.2907853	30.40398783	35.28725111	23.91302317	106.3612885	54.60027588	45.91934134	179.8614431	84.53001928	205.8939017	237.8841407	161.8923459	137.0422316	46.4515946	259.8295611	121.9765983	117.4417977	52.9846868	79.87825336	102.2456313	86.95115815	14.68442213	12.39844129	27.95333595	20.99676471	9.095135361	33.38497647	60.35238414	7.553242014	12.49306383	1138.864086	123.6321199	269.4977447	526.7071346	347.4856837	441.5950577	501.8547072	244.1983536	400.0805475	355.2142561	1035.816379	407.6516383	587.5596277	467.4433939	417.406111	318.9656805	392.3722516	128.5822932	448.3216593	354.1859024	99.20061144	241.5559013	54.19524533	1094.735499	229.5205861	405.5788999	486.1599129	533.3878827	90.5951976	344.0095005	381.5392614	69.6364043	291.2676697	157.6351651	317.8732865	185.8677142	410.7991179	499.8568999	337.8095343	191.3678017	509.3332809	608.7885477	490.0628822	380.6492258	196.945712	123.1792542	379.6701799	61.15512942	464.4115637	255.1823127	92.31032722	144.0700456	143.7709505	172.6844121
FDSW202612045-1r_S20201215-0006_C027_bin.165.filtered	541.6780362	475.6465347	1404.407493	2193.634444	3862.04722	1417.766989	914.5418301	1793.109836	3632.441067	1569.684163	513.3033588	663.5686364	441.132659	1468.078213	1113.752486	1158.911161	268.6213991	1306.630416	938.7448394	380.9976448	3145.603387	7907.356863	1449.787089	275.3078639	1628.383873	982.804606	362.8928749	2431.965306	2339.918114	5802.764497	1510.453802	1136.305792	376.0240624	5913.846563	310.5137181	1472.845083	1488.163494	2533.430977	1007.129901	855.5890959	553.1612401	1212.936648	1416.81258	1966.083215	2621.977937	1602.703416	16048.67458	10285.96961	2801.619291	5131.99069	2875.360026	9986.383657	4896.969703	4729.761348	3529.244116	1481.693586	875.3359337	1597.493887	2163.66876	2359.062209	2215.524259	2043.633919	4684.832102	1719.329816	1531.763896	996.0539041	732.0715508	2521.233513	324.3984562	484.9669521	14401.27006	6546.816022	6379.71371	1373.116421	29003.31935	1377.330839	6848.617007	23510.43542	7821.623385	3643.860158	12846.80896	5997.726629	14832.88985	2691.929916	2208.043093	9061.611943	2230.222618	3049.046635	1591.609277	719.5434524	262.7088196	1454.137245	8183.359394	3498.296709	1125.149959	611.0145664	2030.445157	1506.962456	2204.252538	7156.307382
FDSW202612108-1r_S20201215-0038_N041_bin.112.filtered	47.13254047	69.26170259	81.80640576	12.74690151	4.94022207	28.05056786	46.02059891	43.64963443	35.21663143	21.59847924	47.26898988	8.338376657	14.76658851	26.49606315	63.61217505	84.57022031	19.8351255	5.822253375	7.586803854	5.747930764	96.34525395	34.63154126	54.27987703	43.49352785	334.0017526	37.88616362	45.38805227	140.1430876	113.2896921	114.8618349	111.4981569	48.40738958	35.50786633	39.71883453	53.69016508	33.14710721	89.16120836	7.416012097	8.596598337	48.83392169	68.06972339	49.89960698	30.02667764	27.4456303	13.07917657	49.83757584	31.59597345	13.88181393	21.14232369	1.788330503	8.707464618	73.54658752	103.6942667	123.3037131	123.9865739	12.0178103	138.2459029	172.4256595	150.6639041	120.8683354	207.9948309	25.63144355	52.611001	37.36274099	54.29908792	76.04876022	67.45235873	78.94150988	4.695144788	83.64043259	41.04353176	122.2405528	96.02180868	87.59742172	28.1811318	161.3235774	55.0055773	10.27600859	32.41062131	20.19773198	14.51272266	84.2474412	68.29977237	59.52803965	15.71955363	30.16953944	80.07855111	47.75497371	19.62441227	23.64494274	80.61607559	135.2662535	141.5633663	30.85274889	8.167847872	149.7672193	33.71921882	67.00231321	135.2623956	131.3568469
FDSW202612043-1r_S20201215-0005_B042_bin.174.filtered	16.65388711	59.20489361	119.9890658	0.212996936	1.095548869	2.323078228	3.535675658	14.70032738	4.58893918	3.339883419	3.669613277	0.580221289	3.636795501	7.001431019	15.88706865	13.39806211	0.370849443	0.038898819	0	0	34.05231897	44.48278309	6.973888107	30.70657899	21.60151006	27.48655219	41.62121713	79.23152355	43.71408785	34.65386342	32.27207898	71.34948855	6.014474616	112.0316205	5.324147641	19.13301042	28.4061088	0.44277507	1.996593497	1.313167211	20.83781809	0.133438289	2.446553465	4.84431351	0.083938637	1.045425737	2.739764403	0.215865137	4.463829722	0.048365623	2.218234405	20.08112547	5.144780288	13.45054975	12.71210333	9.85543914	21.53094493	12.77079318	30.09178638	10.87904972	24.4965965	4.664693178	5.060818203	3.935951089	2.968393781	8.785960802	11.44636412	5.846709246	1.995665515	16.41015177	10.12144383	10.67192983	9.182049742	6.993615871	0.583299181	3.326946304	1.275613364	0.264124766	3.225924095	5.489063827	5.871019976	5.980612753	9.553101778	19.17193682	4.901653103	1.701433169	23.36288744	4.887483027	0.87330672	8.273110354	17.64109956	17.54205424	32.30571544	4.978989377	0.46321406	25.27241701	5.962376702	4.290180988	7.517490754	24.86785399
FSFP202612132-1b_S20201215-0053_X044-2_bin.21.filtered	155.627848	156.1963991	73.85563166	59.05991291	34.40811847	40.87858274	69.63512023	223.525663	72.63591962	58.93689114	155.7885546	20.84371155	196.005653	64.16789488	86.58635165	224.3636275	810.9582331	423.8426321	352.5722162	287.1175235	121.2086348	33.53702137	190.1548498	363.3326433	136.7527496	191.0685136	686.1197332	142.1834191	180.17732	51.11485903	197.8337252	142.0051441	221.2265213	86.38598842	149.1683055	74.64712423	149.9378127	39.25037564	39.20072725	60.0098783	59.87181083	18.59686979	54.26440057	33.89065498	17.59988589	39.42688622	16.78513052	9.469479118	31.57468511	8.582826813	13.87067401	51.56336313	19.57510215	17.15263703	14.36640913	120.2852155	129.7444346	34.90600262	85.91272764	62.17627088	97.92193962	32.0129262	62.28642419	26.12428433	37.11475581	85.56908833	70.83535598	57.88215668	685.6828574	209.3441788	861.7876932	166.3524229	129.1531213	178.2566612	54.70942939	258.8677994	330.0209795	193.524537	99.19792926	20.30903541	10.8630035	86.71593722	92.79674156	89.10154192	99.30643157	237.5432025	416.4018534	275.7359613	347.8190296	189.6171927	190.7982204	536.9850383	225.2193069	846.8351561	809.1494031	108.1403673	231.1094549	110.6708281	185.4839023	137.1343478
FDSW202612064-1r_S20201215-0018_A079_bin.217.filtered	106.3959889	131.219822	296.8474528	47.36821719	140.4339891	274.3771293	319.5083492	421.9434814	110.3775566	111.813156	232.6818677	53.69641277	104.8778711	74.28149186	72.44154581	95.62015511	38.23792332	12.50748405	11.12186021	9.450246282	373.9921447	1616.021453	64.65459794	156.0832937	87.77261238	149.9679296	177.4807181	444.4550274	655.1235123	299.4594862	300.56412	180.569946	257.0062414	292.8473668	126.4608516	217.2598392	231.6884349	14.54090786	56.463466	42.52266761	111.4764607	39.37437722	145.540937	187.9201681	325.9204689	77.12262597	30.66243735	19.79990634	20.18921285	4.293544902	23.53046844	59.20546168	130.9899986	78.56617154	156.3326967	107.0630423	63.0524743	48.7255522	57.52974985	42.63878056	83.01611317	14.35240525	30.88645965	21.22321533	18.41425575	36.48785253	33.13112801	18.78397367	11.99242558	51.99692439	121.15536	64.4106717	21.91156531	37.141886	51.07489263	39.52973649	40.17668466	16.59287861	25.97817357	25.68558662	18.02713428	46.38798986	188.1875589	165.627637	240.5086452	22.15775088	61.6192537	33.07665833	18.29260106	30.88873899	39.32153788	44.94577285	28.2807227	23.76684252	241.8560098	55.15464665	44.56382351	96.29529149	65.48443203	93.30102776
FDSW202612105-1r_S20201215-0035_D081_bin.222.filtered	52.7522063	3.80079362	8.421317901	7.581165741	9.86735856	8.607229967	11.68834663	41.27248108	5.26858289	7.303505621	14.88280302	21.04038713	29.82775352	5.840280926	3.898625773	11.39265872	36.77094001	16.94666632	9.894808654	4.631965337	8.192935055	5.722692733	7.026764767	9.203797292	8.376276964	3.749453392	14.65762971	82.40825309	203.7589185	67.63258477	18.3709953	65.41618142	181.641549	237.2900633	11.05336713	45.37673297	56.22921904	3.607491322	1.741145621	2.641315013	1.273692476	1.482585135	2.594810925	2.318602844	6.678208186	3.376311601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDMS202612122-1a_S20201218-0005_B098_bin.20.filtered	0.013613551	0	0.007297324	0	0.047863291	0.043095001	0	0.087551158	0.262533733	0.646545158	0.047389609	0.062930254	0	0	0	0	0	0	0	0	0.492184705	0.487381433	0.301815718	0.048390989	0	0.082832318	0.049434719	0.009802057	0.037464185	0.024042821	0	0.222093571	0.264126566	0.449267269	0.028988394	0.230776935	0	0	0.012922215	0	0.01138621	0.020621132	0	0.028564177	0.061934566	0.019095893	423.9218491	115.6139556	39.46830999	62.6420952	62.46223853	2054.15985	178.602403	13.68395061	27.92722542	441.1542836	195.2059002	234.0432227	155.0549433	45.27568295	92.59555569	168.2443762	183.736786	119.4852912	293.627803	168.2882895	95.73953163	139.8304531	157.5000639	216.1029412	1716.778572	549.6639281	1541.334548	7.750373366	23.66271948	14.71622666	10.65475103	13.39678831	101.2583848	157.6476952	376.3984729	48.46219908	109.6671619	71.52761287	201.2728091	107.3670655	100.1059023	64.59217033	193.7789355	248.2891206	11.07261727	3.854423423	6.051663649	9.109425098	174.670803	22.07957667	7.908709694	141.3708085	35.47667325	61.08842995
FDSW202612054-1r_S20201210-0006_X069_bin.134.filtered	22.10779112	33.94572945	45.29215222	3.980939767	20.8750754	30.54771204	42.30158594	34.25249246	42.4096567	20.86653075	50.53827769	4.213662036	18.15959235	22.53630581	63.68483226	95.69059147	9.914208122	4.283479499	2.627568149	2.089154227	23.81893002	19.20878851	10.92537251	86.0338047	41.70400791	52.92450317	109.5457242	64.92542369	52.54582337	115.8389932	75.91092106	58.50038225	42.04127095	31.96044589	15.89092817	31.57620015	16.61672316	13.45725752	4.913013601	13.59942307	17.05999554	5.53271412	20.5496805	69.05206316	11.28795626	9.204788849	4.757909422	3.633656838	2.724211602	1.422808804	6.268104319	27.68781578	11.93128913	11.4858139	10.56566025	4.705587957	49.93199841	17.99186759	34.72977056	33.86995816	53.10850318	13.62489639	21.24331707	14.03668845	12.71319945	28.17164739	29.91133364	20.83114305	1.827568744	43.10148655	6.958780964	16.69649372	12.75765934	30.06208582	6.720894722	9.657232945	6.160429516	12.88883493	9.981775204	9.189417525	3.449681281	12.12293732	9.253458682	13.00537267	10.1009891	14.27258564	53.10480865	16.70503021	7.16650126	14.21063472	25.09895659	39.04952597	12.04764647	15.06491656	0.357511301	35.78919743	19.14990561	4.381705734	25.36563766	52.48157871
FDSW202612086-1r_S20201216-0170_Y036_bin.12.filtered	1541.458393	2640.770522	833.8187941	103.7446316	8087.673683	7297.377851	3413.398193	9018.292365	10107.75057	5692.185966	5963.662926	4782.507706	3417.679661	2407.553117	5261.333143	5410.83436	1169.267129	2572.046733	1783.19452	1766.263782	4859.318635	4737.31735	1109.257298	533.0601068	1401.955702	1188.82096	936.6589052	4695.090045	4062.664806	11175.94544	4052.648821	4735.545586	665.3745899	11835.54025	4055.229681	8649.516795	1904.716654	10280.04168	7432.926073	1860.507346	2244.078611	1820.143861	4623.14008	7186.150913	7060.795244	3163.083866	351.2087358	277.6144616	144.444212	8061.342294	586.8114053	234.4985096	678.203294	788.8334156	1864.537963	37.47868082	45.33075087	51.65515323	43.30709979	24.94564119	43.91537673	65.90765296	57.11152241	10.99721044	44.6039158	62.26358898	24.89883817	135.4607194	132.0321516	61.5500233	479.5638814	337.3001099	178.7796792	53.93899372	299.3512506	21.58754503	47.96592927	167.1255562	239.8339496	82.00359496	314.0032167	259.1353544	843.6568668	554.7630961	138.3365985	203.9584838	76.09668888	48.31693731	126.7264441	79.19827088	8.789642486	89.56522555	186.8729726	144.1811368	155.205579	31.79855234	87.31574372	76.92920613	28.71179828	112.6399181
