	A010	A013	A020	A023	A028	A038	A039	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A110	A114	A124	D010	D016	D026	D043	D046	D048	D058	D063	D068	D072	D081	E009	E017	E020	E026	E030	N041	Y006	Y012	Y014	Y015	Y021	Y025	Y030	Y034	Y036	B005	B010	B012	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	G009	G027	X007	X011	X014	X018	X024	X027	X031	X034	X039	X044	X047	X049	X051	X052	X055	X057	X059	X065	X069
FDSW202612113-1r_S20201210-0033_X031_bin.126.filtered	594.2868723	542.4119722	215.3862373	187.7343468	27.23435635	106.1585445	221.2874875	425.3124786	354.1129878	309.435925	467.7472417	620.0000702	374.4208775	96.67876466	121.8649915	363.632171	1183.227792	549.5602549	549.9695236	418.8682483	562.528487	230.5274315	374.0845705	423.7960825	223.146288	483.3406217	786.499333	274.586591	305.7312348	315.006009	441.3490522	338.3574529	405.7224108	304.684099	350.9609204	212.5257457	644.0435873	616.4349542	206.6507692	231.6892008	273.3352159	58.59520182	116.9459792	68.87641566	72.34523413	72.20780334	670.9811175	61.76355604	44.53839018	40.18774597	38.7326058	85.56876467	54.21724577	48.64664522	69.40118085	155.2144254	100.0543358	59.63316864	68.35310561	117.1928648	69.50955399	56.76828034	108.74573	31.10683242	68.09400105	162.8049633	68.88294116	47.04711901	46.52880001	144.5853214	72.0297864	91.47275954	39.19890431	83.89762809	49.06171297	17.37204618	37.23919226	19.57491269	63.03514967	80.94403023	89.40711658	1014.707068	1777.08093	557.7022744	402.4967439	73.04473363	404.3339531	248.7991598	133.3752232	131.7837671	436.0663095	317.3401722	369.1082196	62.81598693	123.9777833	583.3660833	165.507624	198.1037243	97.61870958	285.3622521
FDSW202612107-1r_S20201215-0037_E030_bin.97.filtered	34.7380556	58.86786687	55.70409317	15.08558247	2.129612137	65.50807477	42.76208594	96.26863065	5.633257956	14.06370471	42.23713827	32.03807706	78.95478795	5.726141968	6.538857414	16.64192515	51.00160516	29.18591397	34.70136873	27.20617381	38.48512052	64.31786042	30.01480456	12.91029459	19.3432477	10.59086345	22.83622463	32.85302497	26.20090754	21.93950069	26.20177394	28.68275949	9.958262398	36.55912606	23.10458179	13.72415481	34.35228775	11.64727496	14.82083891	20.12944869	18.77429793	4.996013529	11.68073421	5.442839848	4.426367059	3.802708067	0.031880453	0	0.438949377	0.045732407	0.016627608	0.023901221	0.03318881	0.009746759	0.017608869	1.160128302	0.029078803	0.007749164	0.030898009	0.064733213	0.109666791	0.020434626	0.005766078	0	0.005037283	0	0.035428092	0	0	0	0	0	0	0.023512531	0	0	0	0	0	0	0	0	0	0	0.002012129	0	0	0	0	0	0	0	0	0	0	0.03724523	0.012867867	0.009844949	0.008921165	0.014428852
FSFP202612132-1b_S20201215-0053_X044-2_bin.89.filtered	106.0192731	162.0041321	240.1543186	25.81757512	133.1500358	90.82029706	140.9409027	184.2305661	2029.756582	450.8181198	222.9558089	235.5445076	149.0669291	88.52473861	120.1013867	163.0438521	54.96082289	17.02826475	17.22635146	9.11839116	101.6466163	123.8326972	76.84760143	348.4165209	180.6556174	189.3168302	546.9186678	594.8383018	317.818846	246.0805651	281.8039582	210.6807456	330.9500346	335.5098511	105.2249418	316.8217214	71.74531522	30.42063645	143.1867112	81.22493402	90.16228101	46.21251614	67.01371501	119.6868153	364.915602	86.86041191	564.3273144	121.9023448	229.1715612	75.49272824	101.5384903	415.1378256	159.5791698	144.0485299	272.6701527	218.955916	316.1538596	154.6441696	590.8401786	482.2686115	346.4954096	74.53463873	312.167037	247.4697542	98.63346054	177.2381887	167.2974827	155.9258801	42.69223658	315.0570815	71.84972779	80.59200213	86.54740923	361.1978351	75.22182559	89.52798632	54.49786964	27.17844888	85.64949074	204.208389	71.95179025	120.2367241	188.5575647	127.5554041	103.1868482	86.55474116	241.9696092	160.5104972	97.99816391	86.59974252	186.3502891	163.9307188	116.8427941	124.2307114	144.0868352	250.9370125	154.2883541	1088.709053	134.4361941	269.3370602
FDSW202612065-1r_S20201210-0009_A083_bin.98.filtered	77.9620731	407.7759847	159.6473426	207.9836747	94.49307482	158.6788549	236.0664684	101.7884938	311.4952188	93.98539605	288.9004878	143.6717575	59.81536103	104.5548719	95.99937719	88.69897997	43.42130484	164.1852277	139.092408	60.1151295	162.8188103	213.3716726	98.68540388	53.2399389	364.5336433	217.4569208	147.7612613	67.81037241	70.55981712	279.0191848	101.7823795	184.6338755	39.5316484	283.8356185	87.35051188	71.02201512	215.4464816	144.1194985	139.6729421	1349.759263	807.5475385	358.8375446	513.5678939	734.117367	920.842994	915.1824486	51.7364772	44.09484076	62.00677577	7146.024486	32.7699831	52.09616125	83.06371556	41.51703098	50.33093223	12.94462042	6.777419352	17.21784041	11.48423246	6.932653382	13.12872569	15.83400867	7.786783409	2.252450128	7.368545807	19.53160287	3.729021264	9.412438302	3.583237802	8.278011294	237.0927017	83.38052017	45.84338971	8.181685276	14.89333381	13.7723133	70.01131077	40.2035332	39.60223775	10.2705412	56.43127693	127.7096924	185.051771	85.31295885	22.71154644	56.00220737	31.33904605	22.9717245	43.03728201	45.93091846	11.09699299	8.337292556	31.75591885	12.20916222	48.05301435	12.65104145	30.56487047	77.00625659	17.50251806	12.33819483
FDSW202612057-1r_S20201215-0013_A038_bin.201.filtered	418.1411193	138.6531841	1515.943852	1609.03741	941.2607933	333.2135226	300.7010512	350.6075354	2828.390378	981.1429715	273.6797065	577.2901815	59.91316124	1325.502817	230.1973677	238.4768977	121.415511	362.5809274	262.9911819	187.664168	755.9232928	721.0711135	210.991282	88.85940101	3960.548938	1769.023642	91.26866977	986.8011609	715.3888621	1571.446003	437.0232869	266.8939852	255.9500836	3829.190254	188.5003398	628.3291066	391.8052287	775.3278732	501.4545759	542.7516548	719.5883018	1644.583376	4729.44262	1516.005279	1138.199157	1109.127181	785.7734124	1078.975082	377.3453084	610.322437	254.7732214	333.5084931	416.200569	371.7776549	403.0694954	70.1009775	87.13494678	158.3365391	292.2419093	258.6891258	194.8953765	1332.048381	460.2242028	423.1974959	558.8108666	2759.760214	1088.50675	294.0405449	152.1584362	217.4603868	2156.852227	415.306864	673.8983473	366.2216655	2571.805757	24.96660999	90.38817232	164.349998	235.0984215	332.9100226	714.2611117	748.6991754	1844.634801	263.0381304	224.7687681	1500.529625	516.9198403	265.6386475	291.1355557	254.7441853	131.9640305	654.0410991	1213.35923	518.1428265	396.0854277	26.36761612	343.8218663	249.2853921	429.7049048	636.3717644
FDSW202612104-1r_S20201215-0034_D068_bin.79.filtered	1112.568987	219.2396175	291.6817942	86.71160824	281.3572481	505.879595	610.6648432	1069.79154	1233.66986	752.6274443	584.2455684	1042.651976	368.9348715	566.7505455	290.4118678	394.6567793	165.7160522	159.9105937	260.1944126	106.5036856	1415.981277	1728.744921	1561.912385	194.5392233	253.6306798	322.3996935	301.879118	1194.268989	1009.29473	1686.829727	646.0433285	652.0161345	1456.577286	3017.224283	132.7752451	703.990225	186.339316	324.0935791	530.3958382	909.5981037	1269.695927	2467.110847	3264.50646	4729.164983	8414.302216	1615.099504	192.6209054	127.3142681	226.8946785	2.579553442	3.506517627	3.37690488	2.631162702	2.060265119	5.462418946	10.81204308	1.902141022	3.161089324	3.309238529	9.027583252	6.146874333	3.742599716	2.971217234	2.574586944	4.160027034	4.690475233	2.990453879	3.729760749	4.310356961	5.057497721	27.41586752	14.96676785	13.61882939	1.685780899	8.407130953	1.266606638	1.090731192	1.562584341	2.221123428	22.79463819	59.637781	24.7115879	41.77459726	25.70066995	29.73722524	30.52628212	35.53041897	29.72586464	46.38431144	17.97665431	28.83321863	28.96069862	50.12660297	28.14512513	35.56584581	1.384816118	1.307291693	16.41318774	2.24419463	2.006293941
FDSW202612101-1r_S20201215-0031_C056_bin.28.filtered	579.8769737	451.6591715	930.1742603	76.09678846	50.54326075	306.8765171	194.3849065	114.0691811	68.88296342	47.29705385	272.6826028	14.62860178	107.8845826	289.4903432	340.8879683	362.4730416	49.84955587	23.37590822	13.05914267	4.213622183	436.4476638	676.6181987	379.5755654	627.1976586	103.1390518	291.8204924	525.1319746	797.9692162	423.6363286	921.9310031	307.3216177	253.7768318	759.5541401	453.847379	135.942026	158.9538963	55.81621068	115.0898899	123.1530874	219.8730009	223.4745901	539.6919006	1513.81165	821.320788	1503.351637	465.5186395	121.6029309	68.52037978	0.622432881	2.13820009	1.033566591	24.18586131	21.5761303	11.32925617	17.51262719	15.45553334	20.39143567	59.33746187	46.24913177	44.20407162	49.09348603	17.06638056	18.48236193	18.84640145	22.20378685	14.41452171	28.77782479	28.2327346	3.075212509	5.559111717	62.69870546	13.64604082	27.3313611	10.1589331	4.006219378	40.73359021	48.23742373	5.296102284	11.16822919	8.337016277	7.804699511	15.49490426	71.74189905	29.32829821	35.52837242	7.524301549	17.80650798	27.83032342	3.58577651	3.773571194	22.06307438	20.21239318	25.23248685	5.140945191	2.052964343	31.23137176	15.12843907	2.600257248	48.84071851	45.69086769
FDSW202612037-1r_S20201215-0001_B005_bin.30.filtered	51.52221549	45.70495692	12.36610248	11.09275082	20.84548236	34.7429058	29.44007504	22.12283643	6.960313042	8.788606618	18.80112197	12.18429408	21.29156901	11.87731717	5.897815786	3.39393887	105.1671203	13.38747257	18.35928903	24.11170169	29.00964269	7.039780804	65.46064606	20.23841016	13.45781268	8.173217714	21.31610458	3.328990276	3.64553202	12.66896846	9.573652669	6.687700187	9.877411072	13.87997766	32.76017454	18.02268711	17.39390404	22.15599986	67.42641851	251.3921112	313.4869815	54.10912901	16.63948715	6.134938897	23.27810731	10.78889552	28.620655	82.4226307	20.74971047	49.09048628	18.65204247	51.63711439	52.93370352	23.27443251	78.85972968	6.767688798	56.52122224	13.79465136	15.76203687	15.00340909	7.232600761	12.59526402	14.22071746	10.7808346	23.0175717	14.72261286	6.12920057	6.889150258	9.668777194	22.96916387	10.75818554	12.09464167	14.95143086	12.36656191	23.94097411	17.06311105	77.50896789	28.94425217	15.75783773	7.053780692	8.811127915	7.682452323	14.01329432	8.160943031	5.415025749	263.5026632	99.05737011	231.2092664	120.4346082	27.42369386	125.687397	139.8535109	218.3289978	158.623701	390.6477498	121.891879	131.4771959	51.67638917	36.08656884	36.38894868
FDSW202612097-1r_S20201210-0029_B100_bin.11.filtered	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.9276147	55.30556045	0.656272266	2.285612216	2.468006814	7.434349243	11.07468651	18.83909558	19.96308063	3.747125717	5.078823055	8.404174894	8.519860306	4.588535688	12.98701539	10.15419253	3.914948447	0.032740214	1.826950624	3.192171252	0.417785075	12.99127473	16.94096552	5.282103458	93.38351689	74.44098308	5.690164724	1.70756643	20.59132528	0.105344008	0.146181781	12.4748774	132.1049383	6.546948296	19.50019227	47.14466189	63.85247945	80.85584318	29.2517641	88.57990952	27.10837657	17.29095991	49.60288491	13.5075156	0.944234209	0.469706677	6.886961256	4.872156461	1.406755617	12.91014339	17.97385896	2.933463955	4.300824358	10.22256873
FDSW202612126-1r_S20201216-0197_A013_bin.197.filtered	317.256971	168.1787013	94.18537667	11.25499681	42.2375687	55.21139876	100.333474	121.4365485	36.91575564	26.74034826	138.4982001	6.859991186	56.69957969	388.2866889	90.27518189	114.6394269	17.66464818	6.746725652	4.864526481	3.019969408	42.30537869	35.59590068	379.0752209	148.9284942	195.1270063	303.2946991	368.8095216	466.2039806	162.9592058	81.27054919	138.0752975	122.1446609	970.8754969	552.1609264	52.84227756	269.8663366	39.51793809	15.92816598	119.5020405	40.04813673	49.1465435	19.79745508	37.76388792	42.6466258	54.99252636	205.4447838	22.1274475	7.36219622	54.87651817	4.828049325	25.89389566	121.7125008	70.57725033	75.13110297	238.8007973	15.47165319	80.71863132	52.10286704	162.9350116	252.4547798	145.7908662	20.86538855	76.26676054	75.02853776	24.07034817	46.58823263	46.50269882	33.9310611	12.50443427	105.0115048	27.18262687	26.20661758	24.85894357	47.23745132	13.02508109	25.98104998	9.352469843	15.09668203	56.96948441	24.75142188	25.63960781	65.18491452	93.68511301	59.52845641	44.10985167	29.6808736	102.7728201	54.60312421	35.33183184	49.98935497	106.4488159	68.16441682	83.97505176	73.63539448	112.9677685	141.9019757	66.39892348	44.11009503	43.98350791	63.43071105
FDSW202612066-1r_S20201210-0010_A089_bin.142.filtered	0.814789498	0.686633561	1.856960636	0.806847591	9.552325513	7.611114428	9.791289698	17.50267039	20.55471773	16.69770171	21.42575682	11.6512213	3.880678785	2.26011134	0.570177957	0.576063239	7.193301661	4.238754005	5.107096807	1.591689889	7.25117931	18.81557985	32.10942568	2.487449976	53.83511431	52.44759312	3.765715729	36.74301963	11.86512719	1.600137678	0.065498284	2.633827802	7.562310114	1.395017856	0.056503249	0.209986615	2.077645326	0.251287261	1.12563299	2.006794046	10.17142066	44.13600636	168.4626309	200.5785796	37.38492215	1.252843017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612110-1r_S20201215-0040_X018_bin.40.filtered	11.54041649	12.63621637	14.38757748	9.302868121	30.49207642	16.83533083	17.88857246	24.24325709	22.46970465	25.55418668	31.27367452	17.04180714	37.51823824	42.66625662	72.13417638	64.93468845	4.807307778	17.65393648	19.99020223	8.930749262	29.57187744	265.9512835	19.30350209	6.823714269	31.37778739	84.35178223	39.8089269	19.04044089	15.80333261	24.26888841	16.6522459	28.0294968	2.340674534	48.62524619	7.336959634	12.43787993	37.56392787	31.94896335	23.92234844	19.16394732	24.17230146	68.73875606	130.0086451	119.0257428	83.55462929	58.96830312	181.7907266	140.9670591	188.4996751	596.9649764	109.0245347	435.8018041	333.4779388	187.962936	191.3444494	32.41033535	46.4643312	83.85899348	102.1172657	34.60989879	58.17905795	138.0147497	153.1140308	59.70434316	11.35309696	86.7340425	14.01704856	30.55735234	42.17697199	28.15660596	1630.039472	947.064371	471.5182128	44.68766477	93.12035428	8.88116394	26.21062474	62.89488436	190.6721703	165.945298	391.3418639	216.072814	411.07358	204.7801452	89.5412925	270.4241732	108.0445754	107.2044972	211.8981258	105.8213529	14.26200704	17.34527893	77.95626177	20.96205753	122.5823138	37.37006412	117.9705584	80.01292981	23.91910203	72.14573996
FDSW202612076-1r_S20201215-0022_D048_bin.60.filtered	3.613899938	1.718233162	14.72421478	2.695440091	0	0.483270985	1.398604602	2.301211701	0.019385379	0.755869459	4.299624647	0.006044081	10.88886438	0.199134595	0.111483683	0.23150419	0.025589319	0	0	0	0.650768461	0.248486031	0.046231202	1.201254922	2.703225806	7.462185348	1.125931581	0.63931054	5.130060918	20.06320634	0.813428709	0.31757872	1.342686922	10.2200314	0.699837344	2.520763323	2.038681773	0.220902841	0.033995443	0.012820772	0.005246279	0.014907534	0.112824509	0.354134077	0.143521383	0	8.220548685	1.462201465	0.029517099	0	0	0	0	0.019001909	0.152058348	42.77093925	30.03133951	29.82303721	16.69380582	56.28472639	28.00627864	31.38219344	33.69546404	19.40336981	30.80736271	90.32616861	34.24999168	4.162707087	0.275849743	33.51401348	0	0	0	0	0	0	0	0	0	0.038674569	0	27.36446424	47.51409973	64.61072304	104.8047181	4.11208366	14.90660159	3.572984312	5.982873735	11.2181853	5.307269412	59.17518668	148.090838	4.273826457	14.78700266	13.68930914	45.64858232	23.46228668	3.494976329	9.236403816
FDSW202612105-1r_S20201215-0035_D081_bin.53.filtered	85.53600601	69.86040506	31.56035109	6.588590664	60.10823141	85.05534665	118.4226993	77.59388309	296.1721051	96.63595554	171.3704634	80.54579954	56.90838474	102.2810791	139.2358604	139.5372289	13.66237841	23.58581752	34.6323951	18.06435271	44.57681995	185.0755868	109.9714581	4.948710381	23.66400528	67.5531822	36.66811739	154.6588428	73.64324661	240.3929169	51.06952673	39.7381537	4.986432823	89.11056984	25.92385583	41.05172629	21.09632915	52.59069053	123.9285493	71.36700466	56.79502153	109.119854	83.87435536	152.3753037	190.0558664	101.2079789	200.1035498	226.740105	424.8905205	167.5704641	59.13719778	126.1097567	207.8388237	131.2556615	153.607056	33.11860108	29.70568034	60.49781018	51.84157751	39.39659132	32.50423497	57.71345547	64.51534749	10.98495724	15.72476167	236.3544559	16.29054752	33.59819898	7.86316627	37.43094607	351.3753719	147.6486825	68.91540385	61.60510519	139.4758989	11.01077264	75.24915032	352.4665151	844.6093071	43.62142321	312.0915731	262.0161752	463.754389	139.2443657	47.79242416	170.3585503	47.51871712	39.24615165	96.5106985	64.04155809	21.15772048	32.90861198	198.4042756	38.5370584	119.0802479	26.44970521	159.2311366	90.49128638	35.05642295	78.6854185
FDSW202612106-1r_S20201215-0036_E009_bin.122.filtered	376.1744912	352.656266	82.53192647	116.0925254	24.27348314	101.6425092	128.8374799	286.9578304	106.7279187	227.8422558	247.9804144	480.2096156	199.2719744	84.23229832	120.6988274	281.5171998	736.5004407	318.4743831	424.9345344	344.6872971	454.6026143	192.8442965	328.3966003	237.1706277	185.227895	180.2232196	359.9382555	188.8498887	233.7976762	203.9131567	224.75552	222.8412374	88.92677051	133.4178665	113.5973145	115.6440436	365.439411	121.4044082	116.9478633	132.0057173	97.44376972	37.27872399	113.9930069	83.28071179	56.16384385	53.5477679	5.619451399	0.624003869	2.959400036	4.345933676	3.04104521	5.86531539	4.39675709	4.339591879	4.265682068	8.925347637	5.157118328	5.551613353	4.101604795	5.53090498	9.458517407	3.588159684	3.318709259	1.419717869	5.867469986	3.196892843	8.839718843	1.880240686	0.892504542	10.02433368	4.808072492	4.345290971	1.87598342	1.798943952	4.682369468	5.785596136	9.370659277	1.523469152	2.423287646	2.44439521	2.69924417	3.011455487	5.8567799	6.449942602	3.25169096	1.436724095	7.130311794	5.049412464	2.119064694	2.508029509	4.569900923	4.205467177	6.197360123	1.71181513	7.609398967	6.724610587	3.439653386	15.43256471	4.909765364	8.308744845
FDSW202612064-1r_S20201215-0018_A079_bin.16.filtered	78.38942025	127.6609822	317.262615	32.02405782	39.41832485	168.5189005	209.7862111	268.6685851	54.59576781	51.42001573	199.4529627	22.55279926	67.35820249	87.45703878	153.0241868	217.933582	49.24620402	39.22440252	50.52635751	34.49940202	112.828792	211.5394303	57.16762755	217.2793518	122.6641329	141.3594566	294.0535661	400.9546762	456.3748742	342.4461262	253.6446954	221.8535671	248.2562403	347.0009591	122.4484164	224.6189265	176.8114569	49.45192038	60.19365545	46.84697827	119.8685972	34.73811387	134.6750759	254.2155895	322.2292093	72.07625601	1658.850222	46.5984087	40.69872793	191.5936732	36.02190677	35.81746861	31.17158323	21.24016658	33.18917954	83.88235237	99.24227215	62.4305237	58.52442589	59.28165253	32.80083482	51.23782247	103.4016064	30.89761455	119.2021798	88.19391727	64.98909476	96.55832814	120.7450076	107.3902431	180.5293393	96.30968303	86.12622608	58.72214747	66.04241242	53.99400942	75.30477987	18.78774676	49.90616874	125.5802507	34.78435915	100.7456148	110.4976422	196.336667	279.3579453	99.1296117	72.21725588	233.102691	180.28275	32.21456452	66.08154329	68.60699606	179.2215713	35.00579463	532.2667778	67.35132342	52.60798075	95.90009432	37.96421695	46.45181092
FDSW202612117-1r_S20201215-0044_X055_bin.45.filtered	189.1876146	191.5839696	183.6943393	32.04697184	196.8434538	115.2871336	207.8227983	201.1984213	479.0482053	525.1439319	304.2791601	792.3891042	191.2043715	132.6389551	154.3589859	190.8281054	93.99684525	27.17034052	22.75752284	18.72196091	160.8301113	78.44562954	92.96916592	346.9702553	188.5617542	186.4271712	910.3347229	664.1325721	427.8354106	293.935615	354.0938896	217.4577814	236.0604535	216.5771985	245.025437	249.156599	128.7031333	39.20806986	150.7042818	98.16118811	124.4666367	70.61043405	115.3766188	186.557555	93.42914154	87.50823445	92.61135562	50.56195662	288.3220081	86.28540512	111.0681524	422.0083635	167.7568943	167.4485198	307.4388507	172.3882911	329.0220971	185.4498158	593.7516007	503.4096225	391.8768722	113.6152551	370.9873285	262.1214146	103.8632741	168.4409048	175.459956	127.9890003	85.9449915	318.1711522	120.1264942	171.5256432	155.519156	286.8341587	97.90573066	137.2307625	64.52261614	30.54564853	154.0019163	262.533073	130.6346699	164.2068381	224.59635	196.6522023	161.7114623	114.5758324	323.16	175.2556819	131.9319798	375.9634117	284.4373013	244.6089123	220.1641276	169.7580734	318.4255143	285.7231748	160.8156001	235.8382133	166.4796783	306.4417589
FDSW202612061-1r_S20201215-0017_A063_bin.167.filtered	5.601196672	4.857528191	54.71199281	0.75314342	0	9.806761327	21.86265586	6.711186068	39.31648427	17.12098204	12.6649233	8.539823615	2.652295914	8.039898636	24.277326	33.98738518	0.236724442	0.02437251	0	0	41.56434893	15.86601556	0.989314914	1.288530906	3.428401765	7.879689187	3.027362504	11.32281231	12.76057499	15.21971614	8.686055767	12.10243058	5.231094192	12.48901212	3.086032929	3.185913685	1.968449184	1.604444101	1.908204777	4.840287715	9.371766076	1.256700695	2.509405758	5.693695277	1.076894705	1.479453475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612075-1r_S20201210-0016_E020_bin.40.filtered	10.93044091	10.4952896	28.86452607	11.40198398	0.206350226	16.06229278	17.18102903	25.92296836	140.8461655	74.44838931	13.4336158	54.43708361	27.82445433	23.9470124	24.38169989	25.3718885	12.67300682	5.700697466	13.50844863	7.176798978	69.16736798	27.12283191	44.57537709	2.443355022	9.713286795	7.0499667	17.2278314	13.03596229	17.9921373	26.19015714	11.23525006	9.612147014	7.77623532	38.85322496	5.674097158	17.82431997	17.9637972	10.77414886	10.4670337	11.03935205	16.92757135	18.77077009	15.47546236	21.1491299	21.80436043	11.131108	0	0	41.28495863	0	0	0	0	0	0	22.36770561	0	0	0	0	0	0	0	0	0	0	0	0	14.2143456	0	0	0	0	0	0	0	0	0	0	0.409063758	0.135920166	0	0	0	0	0	0	0	0	0	0	0	0	0	45.90904748	0	0	50.05076727	0	0
FDSW202612075-1r_S20201210-0016_E020_bin.54.filtered	203.4017905	571.7017954	62.74026204	10.69061501	943.5434105	649.9003181	279.8511129	593.0621974	443.303773	199.2869231	546.8630754	238.0359131	91.74609901	207.1718305	373.1405139	363.2629434	116.4089643	256.9451449	166.6989018	178.1873569	254.133406	580.7192264	148.4475879	90.40010366	278.6644054	172.8820211	136.520077	160.5333932	131.9892823	1056.90589	339.2275557	352.4572278	23.06610274	1189.984744	389.4965742	933.8470383	226.6011833	1124.466414	724.646172	1280.656147	861.195192	248.896671	597.0687664	792.6662728	995.4210546	1000.975229	26.53139428	16.84632732	33.50105499	7136.992646	17.9502331	6.491201111	6.370163371	5.322099246	11.1920126	11.88866314	0.478985078	0.948678811	0.84425119	0.273405342	0.623304225	5.114002686	5.170973331	1.016932094	1.441308088	3.530490267	0.541910515	1.022121522	0.945108165	1.002141221	57.26513752	23.85056401	15.46771361	0.58601376	1.455816818	0.44557493	1.442983481	0.477982735	1.736922041	8.076831224	89.06264682	46.93748345	50.12288413	14.72110543	4.818471195	27.26804239	5.794194433	4.891513653	7.197284968	5.27740618	0.212434171	0.555335829	4.095927043	2.640573834	35.87077799	4.646411607	22.68696411	19.86358029	0.451261283	2.498411715
FDSW202612088-1r_S20201215-0027_B050_bin.185.filtered	4.454304938	3.399504502	3.408290329	9.363597122	24.37222594	18.97961624	18.49800468	8.91452327	38.88399426	25.40489091	4.913607859	16.03962352	7.186411941	4.760679158	4.937241958	4.397732699	0.841050069	4.44868701	9.732885785	4.318850449	3.216142203	230.7429002	1.858211857	0.132488687	4.862510451	5.115862218	3.443575083	5.14489735	4.758836764	15.49085044	3.48813626	6.661419517	0.095811444	13.38715757	2.286268363	2.727500891	27.57002067	15.89844821	22.9688696	8.762060163	15.45705357	18.46175581	16.29529413	18.90734517	31.66393565	11.18746877	896.4249566	1361.033838	309.5103339	171.7404331	64.49740758	268.3305352	415.4792364	411.6012207	797.8529551	71.95383502	61.27100197	88.38095261	103.706783	59.38108426	50.83633265	1334.805215	294.606505	375.2015991	468.1690871	2736.461826	1101.89357	359.6698606	144.5395557	198.5371704	2134.102923	602.032451	638.5107103	237.4456564	115.6460654	5.210905875	13.20403483	40.36361479	252.9024151	343.9160187	839.5444499	393.3675322	1315.438602	570.2327125	166.8484756	220.5295545	192.3159871	116.2190362	294.0702491	186.051995	124.4415268	651.1477937	888.4548839	344.9958494	442.5787035	38.77454674	261.3364766	160.8361246	176.3155008	378.2869962
FDSW202612078-1r_S20201216-0169_Y006_bin.22.filtered	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.32249556	71.71821091	24.06313134	63.10265363	39.50742554	1.171133712	2.584142088	21.03890929	14.17667549	10.29909051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612083-1r_S20201215-0024_Y025_bin.13.filtered	75.93105384	40.03646179	102.3728601	33.19760909	37.73728528	26.02447472	42.7933963	19.24726978	12.75669906	31.08785445	22.34168879	13.63417637	29.26310981	17.76418595	14.05465364	20.93315075	22.29671838	13.18776652	23.63794821	13.13977948	44.43930545	9.795234184	9.56827392	144.9538973	96.1002878	18.61866951	176.1748328	84.85603584	53.1046094	18.72119186	63.11475799	164.9280045	209.9732241	116.1925421	72.9113672	149.9320791	71.94296142	17.88367775	16.84700315	20.06625721	27.3445975	22.04384394	29.35918002	12.57793885	17.20735777	23.1730194	61.24944178	63.74221579	76.19221663	107.7140703	161.6922863	162.4348771	106.9044445	117.1198675	82.74182404	39.36054769	102.5869583	129.0780956	152.8707777	131.2105469	105.7588281	42.2572511	97.41519927	106.3438241	77.98069768	174.1797361	111.2059477	164.2625598	33.07266167	296.2859068	49.98673356	67.64089163	78.98008883	253.8568199	36.48855608	98.83239702	94.58042612	75.89885601	126.6025113	188.64629	220.4740857	37.54905586	59.27312111	81.2678609	60.80113738	168.91166	371.7219756	224.2607051	96.03051904	171.0506747	323.522257	262.532488	202.5533051	146.5998874	51.09145571	147.6645495	175.1948155	65.24783509	169.0443069	99.5768484
FDSW202612052-1r_S20201215-0010_X052_bin.37.filtered	121.8238767	51.08621616	49.34705683	20.96136529	70.40023042	67.84038638	83.76487479	48.88448591	231.7633124	138.7166886	130.6970412	99.25022934	74.82900556	140.5999991	138.4715263	141.8657813	16.3545098	20.3492697	18.94610513	9.811134577	136.854842	593.7560779	150.1352886	5.364325887	48.57961297	37.4551191	27.02174627	255.3537497	106.8933033	342.590847	59.03930938	58.94455849	6.08932243	100.2526093	12.77529529	41.42920324	58.65519459	127.6555574	117.9108702	110.5811791	80.225543	213.220778	186.4286297	307.5525054	292.2627323	239.3924928	149.3901209	218.1514299	51.12128682	124.1616821	213.0870448	32.86760334	234.246764	196.0563659	349.6904548	112.7549422	79.42286395	59.07153382	81.2529392	52.16874531	62.91211441	55.31778137	106.8399311	32.27200592	25.72387713	74.12380425	12.72810517	26.81691935	54.64807193	30.05375133	1890.266201	389.8868618	565.5678925	292.7491306	63.73328177	133.3567211	497.330893	619.7226397	178.3248915	204.6147003	555.5315342	135.7721216	345.7333972	103.1665666	50.35189909	201.6927424	88.0604449	104.5782626	137.9976558	71.14955096	63.46031654	79.81545548	417.3121318	46.47107649	99.91897223	91.5280992	351.7522106	139.7463584	96.43054631	110.5678892
